計算対象,日付,内容,金額（円）,保有金融機関,大項目,中項目,メモ,振替,ID
1,2024/07/06,arau.(アラウ) アラウベビー 洗濯せっけん 詰替 2060mL ハーブ 販売: アマゾンジャパン合同会社,-1024,Amazon.co.jp,日用品,hl_shop,,0,kjoMOXbe32vhHZwv_7qXeLEadzY4W8otBO8t2Of--aM
1,2024/07/06,割引,154,Amazon.co.jp,収入,ポイント,,0,qnYLKFJC_6fw0ARpwheOKXOX3R3QOnwBTt4CM-TStXM
1,2024/07/06,フィス ホワイト サプリメント 60粒 飲む 太陽対策 ビタミン コラーゲン 配合 日本製 (60粒 (x 2)) 販売: 【公式】ALLNA ORGANIC/WHITH WHITE/HMENZ/Q+【100日間保証】BLS,-3780,Amazon.co.jp,衣服・美容,hl_beahea,,0,lR-GbkI_RKSdy5xbz_eXk5-2YEpG0ZtJ-uqI8f7x3Pg
1,2024/07/06,割引,378,Amazon.co.jp,収入,ポイント,,0,jtyvRGEf5QT2_KgDsws5_95tnGp7AaH7Zvzm0lavBc0
1,2024/07/06,【公式】葉酸×妊活 ミタス - mitas葉酸 サプリ 1袋分[ 妊娠 妊活 でお悩みの方 ] mitas 温活 もできる 葉酸サプリ 販売: 【ナチュラルテック公式ショップ】,-5940,Amazon.co.jp,衣服・美容,hl_beahea,,0,8zz8fymVdfXmAgBfaah0e8xyMVmZnTPvd5nEJ_Hdej4
1,2024/07/06,割引,891,Amazon.co.jp,収入,ポイント,,0,9hCDp2tetQLM4FmaBC-1KPbX6hTU8CkQ9mN_kOlKUhA
1,2024/07/06,アリエール 洗濯洗剤 ジェルボール PRO 部屋干し 詰め替え 48個 販売: アマゾンジャパン合同会社,-1999,Amazon.co.jp,日用品,hl_shop,"",0,3QzRcSKlceCSerldoCDtmiuH63aCxKIgp1D9I22NtqE
1,2024/07/06,割引,300,Amazon.co.jp,収入,ポイント,,0,9qKnF9Jof1ozfiXiTiC6nR6A2jG3Cw0lmwx8N-bbeqg
1,2024/07/06,フロス 240本入 極細 デンタルフロス フロス 歯 狭い歯間用 入りやすい 初心者用 强いフロス 歯間清掃 携带ケー 販売: Griowenke-JP,-976,Amazon.co.jp,健康・医療,医療費,,0,ZvZvMA1QBQrzzPbENFD8z1BQ8UfkCoJUuJZJSC77FVY
1,2024/07/06,割引,49,Amazon.co.jp,収入,ポイント,,0,sBe4v6EoOzVTyu_Ot9PP70u7dacvKr66ahWa_18Mxq8
1,2024/07/06,Neutrogena(ニュートロジーナ) ノルウェーフォーミュラ インテンスリペア CICA エマルジョン 【大容量】450ml 保湿 超乾燥 シカ シカクリーム 敏感肌 肌荒れ スキンケア ボディクリーム 販売: アマゾンジャパン合同会社,-2264,Amazon.co.jp,健康・医療,ボディケア,,0,G3AEH4Kw_PGinNmLHlSeTKLZn1wuNKp3TmjGklL7ZZM
1,2024/07/06,割引,340,Amazon.co.jp,収入,ポイント,,0,d_IDsMl90ltmpUQSddTHrRYtT32T8HEpPll0_uKj2eg
1,2024/07/04,サンスター文具 アンパンマン A4スケッチブック 315255 お絵かき帳 リングノート ぬりえ あんぱんまん ANPANMAN 販売: HARU OF BRIGHT STAR【インボイス発行事業者】,-530,Amazon.co.jp,日用品,日用品,,0,R58ztLnz5miozu2czmbH5saeJ8552758Kw7Sq1iqouc
1,2024/07/04,パートナーポイント,20,Amazon.co.jp,収入,ポイント,,0,GqE6VzsAIwZrypdV8e7g4fy75lI85OX-3Ak0tuQAzyw
1,2024/07/04,ゼブラ(ZEBRA) ジェルボールペン替芯 多色多機能 JK-0.5芯 黒 10本 B-RJK-BK 販売: アマゾンジャパン合同会社,-459,Amazon.co.jp,日用品,hl_shop,"",0,kIZnhZSB5FdOazluoq-Er1HdTiOGKMya3NXfkIPOvRQ
1,2024/07/03,りぼん,-20000,Smbc,保険,hl_insav,,0,-G68QOSPeeO4oDQgxU4i7NaEcZxV_oij4pudgjDFWkk
1,2024/07/03,スイスイおえかき for Study 何回も書ける! れんしゅうボード ひらがな・カタカナ・すうじ・ABC 販売: アマゾンジャパン合同会社,-1773,Amazon.co.jp,衣服・美容,衣服,,0,UloFOsRb2FK7QrXP92E7Gu-eQbkrucKaQj433Rfoj4w
1,2024/07/03,パートナーポイント,380,Amazon.co.jp,収入,ポイント,,0,YpzfVDLpk8PL6XqXdtLlUbP3-0FgLSwqhWNqvybKN3A
1,2024/07/03,Amazonポイント,254,Amazon.co.jp,収入,ポイント,,0,vkoj-SY9NU2di6bzsfcfSbNQe-A-bsxuLdWFyCldhe8
1,2024/07/02,ローンご返済,-23067,Smbc,住宅,hl_living,,0,k-Ne3GiUg0LbOwJmvYSDeCdZxH1M2IeNUav2NvqwkN8
1,2024/07/02,ローンご返済,-200622,Smbc,住宅,hl_living,,0,JW9Yi9EASP7sgIXPmfOD4pyEETRdi9F0r8HwkHADzWg
1,2024/07/01,UBER * EATS PENDIN,-3413,三井住友カード,食費,hl_foods,,0,iAJZeZYlEXfYL5pVpOd8tAJDBptzOmYQdMXNh9n68JA
0,2024/07/01,Amazonネットスーパー(加盟店),-8008,三井住友カード,食費,食料品,,1,k4sqPELUn-fvIB1obmS2QJ4RZv2h_8tNY0OrwE9X6fQ
1,2024/07/01,配送料,0,Amazon.co.jp,日用品,hl_shop,,0,C28RYRNeJxOC7Vt8q7cEVsIB377fpECJKwo0wP7ahwI
1,2024/07/01,大塚製薬 オロナミンCドリンク 120ml 2点 ライフ,-224,Amazon.co.jp,食費,hl_foods,,0,S7Y_XW4H5ese1xXrUqiIZ2TyvShntnmrYWuFIF5OSrk
1,2024/07/01,サントリー ボス カフェベース 焦がしキャラメル 濃縮 コーヒー 340ml  ライフ,-224,Amazon.co.jp,日用品,日用品,,0,yJ8sermWudlchgAdRMNXigQy6v4RoP-XywscDBd5MhM
1,2024/07/01,王子ネピア ライフ×ネピアティシュ 200組X5個パック  ライフ,-436,Amazon.co.jp,日用品,hl_shop,,0,H77u0MjX5zio9hbDUuZwoAt5wu4H87xToNagLuEJjg8
1,2024/07/01,[冷蔵]ダノンジャパン ダノンビオ ヨーグルト 白桃&黄桃 75g 4個  ライフ,-248,Amazon.co.jp,食費,hl_foods,,0,JiaJpElihb4Fg36zvF1emMUrclobAusRKWII1zBh7hA
1,2024/07/01,ミニッツメイド ぷるんぷるん Qoo(クー) ぶどう味 3点 ライフ,-501,Amazon.co.jp,食費,hl_foods,,0,eLs8yuzsybbrXwDDSdrdDfBUCahG4jDGKbJKgeZyL80
1,2024/07/01,[冷蔵] Dole グレープ100% 200m 2点 ライフ,-244,Amazon.co.jp,日用品,日用品,,0,NO1vQsez8zHwlsN3Pljoef45ARCX7zOxEVKw7UMjJhM
1,2024/07/01,Pasco(パスコ) 超熟 6枚スライス  ライフ,-168,Amazon.co.jp,食費,hl_foods,,0,NhU_7oyaY47SMPV1xweKrsW-AjNAZZiue2kJpSstwDA
1,2024/07/01,森永製菓 ウイダーinゼリー マルチビタミン グレープフルーツ味 180g 5点 ライフ,-1005,Amazon.co.jp,食費,hl_foods,,0,271eUTmjIXe6HH4SUyVwnHppqBt6UzOk23jVc4tq8jY
1,2024/07/01,ランドリン 柔軟剤 大容量 クラシックフローラル 詰め替え 960ml  ライフ,-987,Amazon.co.jp,衣服・美容,衣服,,0,a787HcqguGwtej_wpnMBqXwrckLH-hLXOUM-5I293-8
1,2024/07/01,丸富製紙ペンギン 芯なし超ロングパルプ 250M 4ロール シングル  ライフ,-833,Amazon.co.jp,食費,hl_foods,,0,LtoMgQHYUpiqry2Tgi4K_JUeOJHq9VKnjBWZuhengQA
1,2024/07/01,やおきん うまい棒 やさいサラダ味 6g 4点 ライフ,-44,Amazon.co.jp,食費,hl_foods,,0,FPsCIngMIaMHi6cCnqgZ26N81ankmR1utQxWHijcwew
1,2024/07/01,スマイルライフ ソフトパックティシュー 150組X5個パック  ライフ,-272,Amazon.co.jp,日用品,日用品,,0,k-QmclmwrBDNf2ZM22eil6xgTDBqGwJjvEToGRcXIc0
1,2024/07/01,サンヨー 元祖ニュータンタンメン本舗監修タンタンメン 94g 5点 ライフ,-1120,Amazon.co.jp,食費,hl_foods,,0,vYtLiWU8uvpI3t7HOjZkKgxwGyX2cyyhnF7cv5CFwCw
1,2024/07/01,サンキスト 100%グレープ 200ml 2点 ライフ,-212,Amazon.co.jp,日用品,日用品,,0,Et4hdZZnwymNqEXsbkUli-gSs24wGAMy1ikDwJ6JMw4
1,2024/07/01,[冷蔵]ダノンジャパン ダノンビオ ヨーグルト 旬摘みブルーベリー 75g 4個  ライフ,-248,Amazon.co.jp,食費,hl_foods,,0,KKRvYdhdA8PntKpXvsW564aWMXgx09aAekteqrEQb8k
1,2024/07/01,クックパー フライパン用ホイル 25cm×12m 2点 ライフ,-1242,Amazon.co.jp,日用品,日用品,,0,qNcY4dk4dNhBK5aSJiU8Iz4dKh7Mc2Bidb7ZYFMkQBY
1,2024/06/30,Amazonプライム会費,-600,三井住友カード,日用品,hl_shop,,0,PTJG0x0g5ShDfwEHL6A2yWeYlDotZKxKxLAh3kqQjYY
1,2024/06/30,APPLE COM BILL,-130,エポスカード,教養・教育,hl_selfde,,0,_3S-fVlIYQOhpwz0Hr1TmwGhDo-TlYrDdCdhk-kF4Lw
1,2024/06/30,タイムズカー,-880,エポスカード,住宅,hl_living,,0,PMhdO0PtMDkDwGUmQePyJ396L8vCSHQ05kTUbv-FwHM
1,2024/06/29,ペイペイ*イナゲヤ,-6963,エポスカード,食費,hl_foods,,0,cn_KHZ2Pkov1aDP_Fr-QhWAYlzERF8f7T_LlRSBb_m0
1,2024/06/29,ドトールコーヒー,-250,三井住友カード,食費,hl_foods,,0,MUmq18_CURsoXDWS27HPmJlTMNVTfB9ILjhByTXxZRM
1,2024/06/29,Ailes(エール) UV レジン スターターキット 初心者 レジン液 レジン セット (S) 販売: Ailes JP 合同会社,-2999,Amazon.co.jp,日用品,hl_shop,"",0,Wfqq9aDzVGSPnRJbqAIJdomjuLWupdhTyd7167BB_hI
1,2024/06/29,Amazonポイント,2999,Amazon.co.jp,収入,ポイント,,0,ObWBBeF6IWcWymj2PUJtS-lYgaVZaS7CYfJBIUGnKg4
1,2024/06/28,APPLE COM BILL,-960,エポスカード,教養・教育,hl_selfde,,0,R4oTtcQbdgC3WpWBm2qEJEiC2GLbb9LBU17pLcg03vw
1,2024/06/28,マルマンストア 51,-1850,三井住友カード,食費,hl_foods,,0,LNgDKoUvJA-IJMF_snRikt-t1zPI3B8yvRsk2WvMqkQ
1,2024/06/27,口座振替4 SMBC(GTNモバイ,-1637,三菱UFJ銀行,住宅,hl_living,,0,G38M6bP7PhiUx_IJ7LkBSWJrBhPnnUoQR5KWI01xle0
0,2024/06/27,口座振替4 エポスカ-ド,-461222,三菱UFJ銀行,住宅,家賃・地代,,1,eGEcbSkBzQ_ltCUyNa5mIbqyPoM1pfQa2nPEA2VEVks
0,2024/06/27,AMAZON.CO.JP,-373,三井住友カード,食費,hl_foods,,1,3b7YjBhIIopqJLQBml09m9txXOvxG5mVvEPETGngRQA
1,2024/06/27,ラクテンペイ ガ―デンゼロゼロ,-200,三井住友カード,日用品,hl_shop,"",0,OVyDLoCOYiLqOqFZaektE794tKtsWMGjI_gJDvUJUYs
1,2024/06/27,QP/エキユ-トニツポリ,-368,エポスカード,食費,hl_foods,,0,qLxD4f-TW_7TGfZWXfme-3rl5e7VETVHzDB8bC6Vh6o
1,2024/06/27,セブン-イレブン,-695,三井住友カード,食費,hl_foods,,0,WSBhjFH7GyNttTQdYo5OacWFDq1B1tVr8VHepvYlZAQ
1,2024/06/27,旭創業 エンボス手袋 こどもてぶくろ 低学年用 100枚入 販売: 【迅速配送】【送料無料】【365日営業】HIT-SHOPS,-882,Amazon.co.jp,日用品,hl_shop,"",0,H9_qUhYfBAWS2ihqrImChGzF_uQkqmDX7E9Ydey8xgs
1,2024/06/27,パートナーポイント,324,Amazon.co.jp,収入,ポイント,,0,Onky5gaNcYJhHMF629t0A5Yv5vtVj2B3M6E--_cDsYk
1,2024/06/27,Amazonポイント,185,Amazon.co.jp,収入,ポイント,,0,dFKK77oiu99cbVoJo7L0YdAaQP_wjxYXIWj6neL2jwk
0,2024/06/26,口座振替4 ミツイスミトモC(クオ-,-8782,三菱UFJ銀行,未分類,未分類,"",1,g2Zw1cqnqdrzOne4nIqIjyIq60Bwap64oDZKaba3C2E
0,2024/06/26,口座振替3 ミツイスミトモカ-ド,-126290,三菱UFJ銀行,現金・カード,カード引き落とし,,1,hONLPk0sh_TSAqx4iAj0iEitIRMKgdomXLxfTvZe8Fc
1,2024/06/26,print,-740,なし,税・社会保障,hl_bussi,,0,34fu9XxbwRBN96QwFm4whk0Pgwiw8iZiRb39hNK4nzk
1,2024/06/26,letterpacj,-370,なし,税・社会保障,hl_bussi,,0,7msWvw3Si4jVMFibl-QbQH1eIedRVdExTn0364MGOI8
1,2024/06/26,print anh,-30,なし,税・社会保障,hl_bussi,,0,hjDTuxkduqF86zbseC6tacagTmX9tXfFgfxpDaxCWx0
0,2024/06/26,ミツイスミトモカ-ド (カ,-31331,Smbc,現金・カード,カード引き落とし,,1,b2T3xaRDQ4El4TKaNlAbJmr_URHjdRByEqfZ0wztvnE
1,2024/06/26,ペイペイ*インネイルサロン,-6500,エポスカード,衣服・美容,hl_beahea,"",0,3M2uvE-2vsadf6OWiS4Hs42T2Z8VsCGAQcnIXMJW2Ms
1,2024/06/26,マルマンストア 51,-1091,三井住友カード,食費,hl_foods,,0,KS_2wVqzD8Abu8AVOQ3D9dJMcyeP4Sue0z_vqmVwVno
1,2024/06/26,KOI ベトナムフォ-&コ-ヒ-/NFC,-1210,三井住友カード,食費,hl_foods,,0,l3nVU-pljxuAZuhGE6lUa88yb7ldhkpT7b13toO7Ctc
1,2024/06/26,日本郵便/NFC,-370,三井住友カード,現金・カード,hl_invest,,0,JIMTLqkC7XbwXNdUY3cfURMVTq5vBN1q2n1W6MpFOTw
1,2024/06/25,UVライトで固まる 液体プラスチック ライトボンド5 液体瞬間接着剤 模型用 手芸用 工作用 DIY用 接着剤 UV接着剤 販売: 生活良品あおぞら商店,-1498,Amazon.co.jp,趣味・娯楽,hl_exp,"",0,AhCUH9od2I_21ab35PJNDiT8vGEmEj4la-zcchHRwgY
1,2024/06/25,LIKENNY ドライフラワー 200個入り スターフラワー レジン用 ミニ 小さい 花 押し花 材 ネイル ペンダント DIY 手芸 クラフト 素材 おしゃれ アソートセット (暗い色) 販売: CCHQI,-569,Amazon.co.jp,趣味・娯楽,hl_exp,"",0,kBmZQsITGmGANbUXqKZCnWEWHkfAsnBf_yb74aH9aog
1,2024/06/25,Bonsky レジン 着色剤 レジン液 エポキシ樹脂 着色剤 透明色-16色*10mlUVレジン用染料 エポキシ樹脂顔料 高濃度 レジン液用 カラー 樹脂着色用 樹脂/アルコールインク紙/ガラス/セラミック/金属などに適用 レジン着色 販売: Bonsky-JP,-1980,Amazon.co.jp,趣味・娯楽,hl_exp,"",0,r8p9gIifPWY7-fIcYrPMy_QHMfMVzhZXj9bNW63tE_8
1,2024/06/25,口座振替 RTK メルペイ,-36108,三菱UFJ銀行,日用品,hl_shop,メルカリ,0,dmvy2_GrFPGvo5ugFzIseBDmz0QCKpPjb24XM0crX_Y
0,2024/06/25,AMAZON.CO.JP,-4499,三井住友カード,食費,hl_foods,,1,TL798SCvNCRUq0SK_XX-aM0pXrnHymwTEK5_FmnBB6k
0,2024/06/25,AMAZON.CO.JP,-2236,三井住友カード,食費,hl_foods,,1,QaqtqZcVX0UZDvdhk5sB5_CZP_d1uLOK7EXAuytPTIk
0,2024/06/25,AMAZON.CO.JP,-5321,三井住友カード,食費,hl_foods,,1,rb1cmvzMIINxVmNP6ZV_w8j1RNXEwd0xwykQViMnwNw
1,2024/06/25,AMAZON.CO.JP,-1980,三井住友カード,食費,hl_foods,,0,OSdlRXE7fCgnkwCfdx5XXxsEcjib6nkAAKGCbaGFHLs
0,2024/06/25,AMAZON.CO.JP,-569,三井住友カード,食費,hl_foods,,1,8BGQL3wqhPu6j4PjYVC2GUQ8TIBpQP8hoTXqAIQaM6Q
0,2024/06/25,AMAZON.CO.JP,-3915,三井住友カード,食費,hl_foods,,1,TfdMYLuueRbc8rn1eeR3PW0PfYYW2EImfewk2xf6Elc
1,2024/06/25,AMAZON.CO.JP,-1498,三井住友カード,食費,hl_foods,,0,VdPVq8qmi4kpE--ZmQvB_Y1ob_jNRkZgNRFs8V3FYxo
1,2024/06/25,サムコス アルファベット ハート シリコンモールド 2個セット 穴あき ソフトモールド UVレジン フトモールド ソフトモールド 手作り DIY 樹脂 粘土型 レジン アクセサリー イヤリング アクセサリー ネックレス ペンダント パーツ 樹脂工芸品 (J) 販売: レンジ型専門店.,-445,Amazon.co.jp,趣味・娯楽,hl_exp,"",0,an-gNMhNQGc7aGK6-_1dZmXmttwh9dSndqdir92I5MU
1,2024/06/25,サムコス ヘアクリップ シリコンモールド 3個セット 金具クリップ12個付き 長方形 レジン ヘアピン UVレジン エポキシ樹脂 ソフトモールド ハンドメイド DIY 樹脂 工芸品 作成 (I) 販売: レンジ型専門店.,-905,Amazon.co.jp,趣味・娯楽,hl_exp,"",0,ll2D_P_cJFMDlUyuOQ2D3zgz6qf0DEc7yE70FT6QvYA
1,2024/06/25,サムコス 指輪 ペンダント シリコンモールド 2個セット 攪拌棒 ストロー ゴム指付き UVレジン型 リング型 樹脂 アクセサリーパーツ 抜き型 DIY 手作り アクセサリー 道具 ネックレス イヤリング ペンダント 宝石 ジュエリー 手芸用品 レジンアクセサリー (G) 販売: レンジ型専門店.,-685,Amazon.co.jp,趣味・娯楽,hl_exp,"",0,mK6coSFfHgNoyrDVH94TayZ1gIlxzKyCbMhPSp3ijVU
1,2024/06/25,Bonsky UVレジン液 250g レジン液 UV/LED対応 レジン液 高い透明 詰替用 大容量 ハードタイプ成形 UVレジン液DIY手作り装飾急速に硬化 低アレルギー性 販売: Bonsky-JP,-1880,Amazon.co.jp,趣味・娯楽,hl_exp,"",0,dk9yr9qmtaQQn9rk11LIIFsV7MpCZDc_xZQY5fJPD3M
1,2024/06/25,キャプテンスタッグ EVA フォームマット 56×182cm M-3318 販売: アマゾンジャパン合同会社,-2236,Amazon.co.jp,趣味・娯楽,hl_exp,"",0,rgN8ow6CWJmCaHwl6uUUzY9oHHlGncHhYGnwmrNo5u0
1,2024/06/25,Moon Lence アウトドアチェア キャンプ椅子 折りたたみ コンパクト 超軽量907g イス 収納バッグ付き ハイキング お釣り 登山 耐荷重150kg 販売: アマゾンジャパン合同会社,-5499,Amazon.co.jp,趣味・娯楽,hl_exp,"",0,yTnG059sh8DGqbr6PCSU3cUo2IMRXXA5CZktOjLrwDM
1,2024/06/25,Moon Lence キャンプ テーブル アルミ ロールテーブル アウトドア ハイキング BBQ 折りたたみ式 コンパクト 超軽量... 販売: アマゾンジャパン合同会社,-4499,Amazon.co.jp,趣味・娯楽,hl_exp,"",0,YXGICZgg1Fzd4EJbZlFnVfSU8ktxUOIt4sxIVkcuhjk
1,2024/06/25,パートナーポイント,178,Amazon.co.jp,収入,ポイント,,0,js7pgsePd51rIJtWMJdEuT5q4Atwy8hf9QJydRVqeog
1,2024/06/25,freee,-1628,三井住友カード,税・社会保障,hl_bussi,,0,DH5uXPz28TPIurOBjksthX9-2RBaxWfR5drXzfZ4w68
1,2024/06/25,メルカリ/AP,-5000,三井住友カード,日用品,hl_shop,"",0,obYUHNs-hFRO3flIyiScgzzHm9AU3HfYOv-3EsVsLjM
1,2024/06/24,カンリヒ,-35750,Smbc,住宅,hl_living,,0,0XQEcTSRXycusrzCGV3EiQvKX32n6dSYlc8-58iZxao
1,2024/06/24,振込 グ-グル(ド,107527,Smbc,収入,事業・副業,,0,FSx2Ldpi9rT7yiBJ5nUyMRfrY1Pw2SkOAtJAYWFnReE
1,2024/06/24,振込 グ-グル(ド,102835,Smbc,収入,事業・副業,,0,rMp0DEK4yjmC_rgk3eCKljONYYraQm8Y3PY_j4RHbs4
1,2024/06/24,SNOWMAN ダウンケット ダブル 洗える ダウン90% 羽毛肌掛け布団 羽毛布団 夏用 夏布団 販売: NENEKO,-8880,Amazon.co.jp,日用品,hl_shop,"",0,wPaO_8zvxWw0NFXmNgGiwscS5N2A_kwODFxGaiAZNs8
1,2024/06/24,入 上野 出 日暮里,-146,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,WD9n3w3F7-P8RJQHuqdnrcHGSAaUEqYTt7fO05Gaem4
1,2024/06/24,入 新橋 出 上野,-167,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,lqcD5bniYcneRkhn4m9_JT_waJ2MAwINRmxZyG5FoWk
1,2024/06/24,入 日暮里 出 新橋,-178,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,yYVhHM7IlExZlPitJlNl-vVX6IzG_4h2Aok4x7fgOYA
0,2024/06/24,AMAZON.CO.JP,-8880,三井住友カード,食費,hl_foods,,1,GJsJeDL5GE580Mj8iClBQ7dAdp0V2wk6H4w1uTuvAjU
1,2024/06/24,QP/エキユ-トウエノ,-3150,エポスカード,食費,hl_foods,"",0,6_JpcU1FugN23ZVBsi6-4VsuElnWUPb0GrvdFM2sNPg
1,2024/06/24,マルマンストア 51,-1289,三井住友カード,食費,hl_foods,,0,QQ4VX8c7lQqojSpOiN9bxA7u1pmTdSB91ZWuOz6Hy_M
1,2024/06/23,入 千住大橋 出 京成日暮,-167,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,aeHFktRNdVmtV6kGBaYkzyjI1q7YLVZtluiC683XMhc
1,2024/06/23,入 京成日暮 出 千住大橋,-167,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,N7D8gfP707WCfInC-8XOGpes300gfQDSLxKrZC_ZrxU
1,2024/06/23,di choi pontaju,-2200,なし,趣味・娯楽,hl_exp,,0,Il3YJzu9xXUrBX24VlnCmJDzeKVIUEwjzRWKC2D44qo
1,2024/06/23,PAYPAL *GOOGLE GOOGLE,-380,エポスカード,教養・教育,hl_selfde,,0,cIkvsbRHiW8tKp6Bxcm1DO8pLvUdHXXIpWv2VD5OCVI
1,2024/06/23,セリア ポンテポルタ千住店,-4620,三井住友カード,日用品,hl_shop,"",0,nkebnt7gEBZH0Cw6rkAM3JePA9MQcNEp2CNnE_NsYSU
1,2024/06/23,サイゼリヤ/NFC,-1950,三井住友カード,食費,hl_foods,,0,jdnwYbR4Ritpgb-TKxhV7TwoHan9a0nE5PCy8xhsac4
1,2024/06/23,カルディ ポンテポルタ千住店,-676,三井住友カード,食費,hl_foods,"",0,snkMjI6MrxXlXAKKAiWzpze_5ga92RFjPnFDnAVhOlU
1,2024/06/23,ライフポンテポルタ千住店,-2657,三井住友カード,食費,hl_foods,"",0,d9j0TZa_Xp_N3w-dwrpKioHVv1_4KGSpxtmznbAH4hU
1,2024/06/22,V585526 フアミリ—マ—トオダキユウエース/iD,-161,Smbc,食費,hl_foods,,0,Mgf4FkzuYci3f1RTJgNJCVpB_ha5rdU9MA6dY397c7o
1,2024/06/22,入 新大久保 出 日暮里,-178,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,6J3P0OukHFH_6fPVLh-XrlvXsTJiELOdguOSH482z30
1,2024/06/22,入 日暮里 出 新宿,-208,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,MMnDMv1N6OLm5dd36FsOOSFBKBtFun9zXLLJrhg3ZIY
1,2024/06/22,マルマンストア 51,-1526,三井住友カード,食費,hl_foods,,0,X_L3Guxdt8DNSaO4D2XK7oVka41Mv-CnxhoqHglmf40
1,2024/06/22,センホンベトナム料理,-4790,三井住友カード,食費,hl_foods,"",0,_8gFDnG7LSmej-JIrDhAFkZfwojg9spgGTpoU0EcqMA
1,2024/06/22,UBER * EATS PENDIN,-3899,三井住友カード,食費,hl_foods,"",0,aLWRzYkQwNCqx-GF4WNkZmfiamcflIs2dpA45MTm-70
1,2024/06/20,給料振込 カ)デンツウデジタル,302219,Smbc,収入,給与,,0,vppb1dmekrsUNvzlYW23aXyJbfE4ESjZZqo4uh7H-HI
0,2024/06/20,パソコン振込 レ テイ トウ ハ,-490000,Smbc,現金・カード,ATM引き出し,,1,cvfe61xGba6TK8oLe5TQhy48cZ9RuDkLmFaZRyMif14
1,2024/06/20,1日10分で えをかくことが すきになる 2さいのほん 販売: アマゾンジャパン合同会社,-1078,Amazon.co.jp,日用品,hl_shop,"",0,ndiuYK3b1ZXEkecJ0zyi-kw6Q7re-EPXeQwYlckGFlw
1,2024/06/20,ビバリー ディズニー プリンセス シール ごほうびシール手帳セット SL-182 販売: アマゾンジャパン合同会社,-600,Amazon.co.jp,日用品,hl_shop,"",0,fr_r_aMXmB-o5Z_DPegArfQH-zY-esu4H7qm-04nI0Y
1,2024/06/20,ピジョン 親子で乳歯ケア ジェル状歯みがき ぷちキッズ いちご味 (医薬部外品) 50g 販売: アマゾンジャパン合同会社,-413,Amazon.co.jp,日用品,hl_shop,"",0,TKiYVPA-rEaUvR0jF9cqkxYBJnhzN0WVHB5r5YRkgds
1,2024/06/20,パートナーポイント,68,Amazon.co.jp,収入,ポイント,,0,QeaeNWibtfSkD9K_DidlA7XeN-62sQl7TjTAE5rW0KY
1,2024/06/20,サンスター文具 げんき100ばい!よくできましたシール それいけ!アンパンマン 2200010A 販売: 文具・雑貨のメール便,-820,Amazon.co.jp,日用品,hl_shop,"",0,d2JJINuwT3MOQOo9Pn5GKL6sHthCycmY2dFqUx_rEAo
