計算対象,日付,内容,金額（円）,保有金融機関,大項目,中項目,メモ,振替,ID
1,2023/09/01,杵型多久島箸 鉄紺唐草 22.5cm 【食洗機・乾燥機・電子レンジOK】 ZA-412797 販売: アマゾンジャパン合同会社,-829,Amazon.co.jp,日用品,hl_shop,,0,sn-Qxb8i5RXqTQ4H7EWyZyIzO-HD_BB-5TpRFkWKfO4
1,2023/09/01,感熱ラベルプリンター用ラミネートテープ 白 /3-9219-05 販売: アマゾンジャパン合同会社,-1194,Amazon.co.jp,日用品,hl_shop,,0,FZgLR0Po7kp3RX78XAUmnyM4KdTQ8k3uwkx2eRCpchs
1,2023/09/01,KANEBO(カネボウ) カネボウ スクラビング マッド ウォッシュ 洗顔 130グラム (x 1) (2750円 * 2点) 販売: アマゾンジャパン合同会社,-5500,Amazon.co.jp,衣服・美容,hl_beahea,,0,2rYCBvoARfQwhQCHTAh2Yt_oTUFV1fLO6m2CyyhRFv0
1,2023/09/01,サクラクレパス 水でおとせるクレヨン 16色 WYL16 販売: アマゾンジャパン合同会社,-964,Amazon.co.jp,日用品,hl_shop,,0,sSpEo6AoZA2NA9sczzGJ-i5qjgF0QQ4LsyKDAXicnUg
1,2023/09/01,ブラザー工業 TZeテープ ラミネートテープ(白地/赤字) 24mm TZe-252 販売: ECJOY!,-1585,Amazon.co.jp,日用品,hl_shop,,0,8SuWKS-cBycKIqCsELklQyuOqBRLm9me3Aoo1XdrIvg
1,2023/09/01,NARUMI(ナルミ) 食器セット スプリング・フィールド(Spring Field) ブルー アネモネ 2人用セット 6ピース入り 電子レンジ温め 食洗機対応 日本製 ギフトボックス付き 52188-23246 販売: アマゾンジャパン合同会社,-10092,Amazon.co.jp,日用品,hl_shop,,0,1ZFu5oZiP52-wQz_fSABS4O4LOxnIF2tT8ypvHUHxRk
1,2023/09/01,ギフトラッピング,-354,Amazon.co.jp,日用品,hl_shop,,0,ug0lBXwPiU79EqT0aS_YQHibHfOxUVlR-SOpvCZ_D_o
1,2023/09/01,SwitchBot LED電球 スマートライト Alexa スマートホーム - スマート電球 E26 スイッチボット 調光調色 広配光 800lm 60W形相当 電球色・昼白色対応 RGBCWマルチカラー 1600万色 間接照明 Google Home IFTTT イフト Siri SmartThings LINE Clovaに対応(2個パック) 販売: アマゾンジャパン合同会社,-3213,Amazon.co.jp,日用品,hl_shop,"",0,90PdxWe_1eVyoJnX-baB3PL8dZ2FaB7gX8KR-vs4eG0
1,2023/09/01,コクヨ ファイル 個別フォルダー NEOS A4 15mm 3辺とじ 10冊 オフホワイト A4P-NEF15WX10 (884円 * 2点) 販売: アマゾンジャパン合同会社,-1768,Amazon.co.jp,日用品,hl_shop,,0,_NIKkIIiclPxKTUMUbu_bgupaKxpePGdve43lZxBORY
1,2023/09/01,キングジム クリアホルダー シンプリーズ A4 タテ 737SP-50 乳白 入数:50枚 販売: アマゾンジャパン合同会社,-736,Amazon.co.jp,日用品,hl_shop,,0,1-RP_y_4WXInc_kRnPSI2eaDSH9IzG4VQCoMrMAGqas
1,2023/09/01,10mois(ディモワ) - Hoppetta ふくふくガーゼ(6重ガーゼ) ベビースリーパー コットン100% 新生児~3歳頃まで champignon 着丈58cm 7225 販売: アマゾンジャパン合同会社,-4950,Amazon.co.jp,日用品,hl_shop,,0,OyiuNOIwdfP9C76I4_iPbRv_fUy60Zp6sl3_ZB7tdvw
1,2023/09/01,物販,-362,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,_pTvyD6Qk5VBiJzPSXlYfsyoIvifEglgdy5bGlEYr3E
1,2023/09/01,物販,-216,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,0ZhRdX4zBqAQErEcjZh0eEngQ4RsftiDyQoSpV4exB0
0,2023/09/01,カード モバイル,3000,モバイルSuica (モバイルSuica ID),未分類,未分類,,1,9t-iTR8-CRZ-EVGulHASrGf5k2HyPhjdC0CsgikQX-Y
1,2023/08/31,アラカワクホイクリヨウ   トコウキン,-23600,Smbc,特別な支出,hl_kidsle,hoikuen,0,0rKD2PixgRURPKBhQCHsAg
1,2023/08/31,イ)シヨウユウカイ1,-44000,エポスカード,衣服・美容,hl_beahea,sbc,0,qUrZZ-HpQtOeAbfgykge3g
1,2023/08/31,メルカリシヨツプス,-300,エポスカード,日用品,hl_shop,,0,w6Qe0iFzabNMo7ETWa9tqA
1,2023/08/31,メルカリ,-662,エポスカード,日用品,hl_shop,,0,yROcbYCURic5muehmJE0uA
1,2023/08/31,メルカリ,-600,エポスカード,日用品,hl_shop,,0,20_LKRf2x6p5tkj6ytrBAg
1,2023/08/31,メルカリ,600,エポスカード,収入,返金,,0,kdjOwQInhUGcnfs0tGMdKQ
1,2023/08/31,メルカリ,-999,エポスカード,日用品,hl_shop,,0,CjjoHUNu5MLAHKZeLsZxbw
1,2023/08/31,メルカリ,-540,エポスカード,日用品,hl_shop,,0,k2uJ8kabaGMvuLDNGF_C7w
1,2023/08/31,タイムズカー,-880,エポスカード,住宅,hl_living,,0,2QqmK5R4e1_St1qvooAJHg
1,2023/08/31,物販,-324,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,LfmkmmEuEXRHJ4eQn4sm7p25fclMY1K7A3NX2cvu3cM
1,2023/08/31,入 品川 出 日暮里,-208,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,-zm7yJB96A8zccBCviQolzPIpHEUIb1ssw9gHPsFgks
1,2023/08/31,物販,-172,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,6mM3mIHROoOLpiP1cydckll6jJVTpT8qHV1wlRYvg8E
1,2023/08/31,入 日暮里 出 品川,-208,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,9XjR-eT3PZ8_dW177BIoLBiboXeRQOmLT_ZaIpV0UqI
1,2023/08/31,物販,-324,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,ego7sb5iSMcBgguLd8OVYVoOt1n79uTHQu5wsasUEjs
1,2023/08/31,物販,-268,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,SWKtMOcOLlI3GAM4hLvLYlnvLl7i58iSmgXfwkENGAg
1,2023/08/30,口座振替 RTK ペイペイ,-10000,三菱UFJ銀行,食費,hl_foods,,0,A4pWZQDrGBfl7UuNMoJROw
0,2023/08/30,AMAZON.CO.JP,-915,三井住友カード,食費,その他食費,,1,whD7vG17-x3PrGq_ZAeTWA
1,2023/08/30,Amazonプライム会費,-500,三井住友カード,日用品,hl_shop,"",0,YEbhkL8qN1Op9EQbz0qeFw
0,2023/08/30,AP/モバイルスイカ(アツプルヴイ),-3000,エポスカード,現金・カード,電子マネー,,1,WaHMr8npa45SchY5rm7ioQ
0,2023/08/30,AP/モバイルスイカ(アツプルヴイ),-3000,エポスカード,現金・カード,電子マネー,,1,qg-aOc3_SqqzMkFyZyLrZg
1,2023/08/30,365日のスープ 365人の「とっておきレシピ」をあつめました 販売: 買取王子 本店,-905,Amazon.co.jp,食費,hl_foods,,0,a9raQhULeJLETs-R_0q0ZSFAWBtdrmHjKXbIyJ0ccMU
1,2023/08/30,Amazonポイント,905,Amazon.co.jp,収入,ポイント,,0,7eXMRaqKKs3BouJnUO63IZM6EtHreUZtgUVXENBSfQM
1,2023/08/30,野菜はスープとみそ汁でとればいい 販売: 熊猫堂【お急ぎ便なら翌日or翌々日に届きます!】,-665,Amazon.co.jp,食費,hl_foods,,0,Epo3BQcwjsF-WaayHBgfxuN6khXU4d1RJ0QzlTD4PPI
1,2023/08/30,配送料・手数料,-257,Amazon.co.jp,日用品,hl_shop,,0,hprV8OhnAzerllIOz19XW6dI8Ce25ZmgIr4qcGRrP2Q
1,2023/08/30,Amazonポイント,7,Amazon.co.jp,収入,ポイント,,0,gpNDIGvRGVBm62RUXzbCl3j_7LQfbBIBF-yFhjLPW9w
0,2023/08/30,カード モバイル,3000,モバイルSuica (モバイルSuica ID),未分類,未分類,,1,lwnoEDG9Q8L1ONr0esU5nmUnOix05pQXIlw7tAWQPlU
1,2023/08/30,物販,-3924,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,Dy5awgbb9qMNlhD6wFOMQ5Y9ZSQ7IpnUe5QQbZk0xag
0,2023/08/30,カード モバイル,3000,モバイルSuica (モバイルSuica ID),未分類,未分類,,1,PznXq0n4axHAsNOahfTvn1g8VheWpaP80M2LfLQIwpU
0,2023/08/29,AP/モバイルスイカ(アツプルヴイ),-3000,エポスカード,現金・カード,電子マネー,,1,da6IMFRQRN4WOswGbHk1Hg
1,2023/08/29,物販,-900,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,q0iywPK-1yfYJzJFODg3WXz-yD69w5Ic4psJWW_gLo4
0,2023/08/29,カード モバイル,3000,モバイルSuica (モバイルSuica ID),未分類,未分類,,1,gDNTPEiIqqZmQUtz9N2r_QEwmTapNqid0vpvfELeUbg
1,2023/08/29,物販,-471,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,yBYddZBNyGHmT9wKLtUXUgX1qvZQxFL3LnbRLnTMGLs
1,2023/08/29,物販,-668,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,_9YVoRvh_P25WqhmTXENwA-LhhqntEpDT-Etv7pm3Ao
1,2023/08/28,口座振替4 SMBC(GTNモバイ,-2247,三菱UFJ銀行,住宅,hl_living,,0,C7z8SeOKOuEyUtIaZBNInQ
1,2023/08/28,口座振替4 SMFS(クオ-ク,-8782,三菱UFJ銀行,教養・教育,hl_selfde,,0,WsV41NsRHQYJRDa-NZZ0xg
0,2023/08/28,口座振替3 ミツイスミトモカ-ド,-539651,三菱UFJ銀行,現金・カード,カード引き落とし,,1,6r0-Pf54WQyZ-kGa0ysXgA
0,2023/08/28,口座振替4 エポスカ-ド,-548423,三菱UFJ銀行,住宅,家賃・地代,,1,k7-28RPMnXxGDtvRJldgqw
1,2023/08/28,APPLE COM BILL,-400,エポスカード,教養・教育,hl_selfde,,0,mqanqHBoouLf3VwVTGsgZg
0,2023/08/27,モバイルSuica(Apple),-3000,三井住友カード,住宅,その他住宅,,1,Ah-Qf68U6_ACE5WOUH8hqw
0,2023/08/27,AMAZON.CO.JP,-594,三井住友カード,食費,その他食費,,1,tEjhY-Vytfx2OJgyAXMEDw
0,2023/08/27,AMAZON.CO.JP,-2299,三井住友カード,食費,その他食費,,1,ofYbzTrpIqkJwwHgJAxYfQ
0,2023/08/27,AMAZON.CO.JP,-23245,三井住友カード,食費,その他食費,,1,9S-DxSrZpN8NNY_frbst-A
1,2023/08/27,ライフヒガシニツポリテン,-4086,エポスカード,食費,hl_foods,,0,wB0tqF1Cy5nZANz91GrTIA
1,2023/08/27,Sumnacon 食事 クッション こども 座布団 椅子用 クッション こども 高さ調節 チェアクッション 子供 ひも付き (グレー+ベージュ) 販売: HaLiLu,-2299,Amazon.co.jp,日用品,hl_shop,,0,gyRLCuNu5B1L4UHy5tFEpMU2qEgW8erU2rD1GHXMbQw
1,2023/08/27,SKIP HOP 【お食事】【おやつ】アニマル・スナックカップ 7.5oz /ビー FDSH252554 販売: アマゾンジャパン合同会社,-1650,Amazon.co.jp,日用品,hl_shop,,0,FsqkQ6oHa98l9m1Hg6U3MR_DhZyI9-USPHstodp1at8
1,2023/08/27,トリビュート デュアルタイプベビーカメラ スマホと専用モニターの両方が使える2in1のベビーモニター 1個 (x 1) [スマホ対応] 39万画素 BM-DW01 販売: トリビュート ダイレクト(土/日/祝日はお休みです 定休日のご質問等は翌営業日にご回答します),-21989,Amazon.co.jp,日用品,hl_shop,,0,suBhjuJ626GErTyclsxtiG-g8GvSUL4EZictnWD883Y
1,2023/08/27,Amazonポイント,394,Amazon.co.jp,収入,ポイント,,0,qqMWUD3HympIZa3h33s8prvVEhXZyV-xdoXlfASlvZw
1,2023/08/27,【 Seninhi 】対応 iPhone 14 Pro / 14 Pro Max レンズ保護フィルム 【 日本旭硝子製素材 - 高 品質 】対応 14Pro / 14ProMax カメラフィルム アルミ合金製 アイフォン14 Pro レンズフィルム 強化ガラス 14Pro / 14Pro Max 保護フィルム ケース カバー 防爆裂 一体感 撥油性 超耐久 高光沢 超薄型 液晶 防塵 防滴 薄型 硬度9H 防指紋 衝撃吸収 貼り付け簡単 鎧のパターン仕様 (iPhone 14 Pro-パープル) 販売: hefeishayueshangmao,-594,Amazon.co.jp,日用品,hl_shop,,0,ngbjheJZd8ypuNrhRBgs__bw4QnX8xNijpXKb88w33I
1,2023/08/27,入 川崎 出 西日暮里,-406,suica chong,住宅,hl_living,,0,UW39cRteq6G0hciBIx6X9eWj7Kya2M9yrsjdfhydDJM
1,2023/08/27,入 日暮里 出 川崎,-406,suica chong,住宅,hl_living,,0,CkCqrINytbI1bZLeZxNvSHT5VaxFU5LKsusc1IjdBQs
1,2023/08/27,物販,-178,suica chong,食費,hl_foods,,0,HJlY1R9PjtYBRJFdhaK4eqjcuvinYK8fBC9cclYVwuk
0,2023/08/27,カード モバイル,3000,suica chong,未分類,未分類,,1,f3eW1fBOSGXGFfFv9CRGfkN_OuDEBSkvx13sZJXMc8g
1,2023/08/27,入 地中目黒 出 地西日暮,-252,suica chong,住宅,hl_living,,0,huLAid4LetaAgo1Zg_wTT5_RlWqhxk2Hfg-LR5h-m2U
1,2023/08/27,入 地西日暮 出 地中目黒,-252,suica chong,住宅,hl_living,,0,7cyDaZ_9x81rAcXBtp0l075Ld4nizT4pBL-bGwv1tEE
1,2023/08/26,口座振替 RTK ペイペイ,-10000,三菱UFJ銀行,食費,hl_foods,,0,gVp9j7mJp8RTwH4ij3aF3g
0,2023/08/26,AP/モバイルスイカ(アツプルヴイ),-3000,エポスカード,現金・カード,電子マネー,,1,N5v6NfgcU4NC6qmoYvmJpQ
0,2023/08/26,AMAZON.CO.JP,-2000,三井住友カード,食費,その他食費,,1,aP7AUf7sxhCOnvHGQeGR8A
0,2023/08/26,AMAZON.CO.JP,-2527,三井住友カード,食費,その他食費,,1,WjPl9eAmrtcMdpyxr4QVcQ
1,2023/08/26,ピーコック 子供 用 2WAY 水筒 400ml / 360ml ストロー コップ付き キッズ ボトル 保温 保冷 コーラルドット ASK-W40 CRD 販売: アマゾンジャパン合同会社,-2527,Amazon.co.jp,日用品,hl_shop,"",0,gmLR0rBnHq1u0AmJ1TTh-9e4N3tKURHUJyd4h4-jdo8
1,2023/08/26,ダイヤ (daiya) 食事 ベビーチェア クッション 子供 ズレを防ぐ固定用ベルト付き 成長に合わせて3つの使い分け 高さ調整機能 ベージュ ドット 横30×縦25×厚2/4cm 030333 販売: アマゾンジャパン合同会社,-2000,Amazon.co.jp,日用品,hl_shop,,0,JM8dvW2xRZmoi8nhIv94CcCpawAS3Ud0FmEyuUorMUA
1,2023/08/26,入 鶴見 出 西日暮里,-483,suica chong,住宅,hl_living,,0,jWrLqzfQ6dABHy_x5S-l4YXOpzxk6hkswcI51SFNJaU
1,2023/08/26,入 日暮里 出 鶴見,-483,suica chong,住宅,hl_living,,0,wKBZzzEarMX2i4WlFGm977NXGblLdxX0-MmivVq3Wr0
1,2023/08/26,物販,-1684,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,j8RAs_0MJ1xbdsuhoiU1rqcnzqbmYC-Ac0VVN3TXVMA
0,2023/08/26,カード モバイル,3000,モバイルSuica (モバイルSuica ID),未分類,未分類,,1,FizdqIYvjDeor81ni9sht6Z-mwBk2PvJW0rlryaloI4
0,2023/08/25,AP/モバイルスイカ(アツプルヴイ),-3000,エポスカード,現金・カード,電子マネー,,1,2CQMU0KVJSTQZM6YIqLNkw
1,2023/08/25,freee,-1628,三井住友カード,税・社会保障,hl_bussi,"",0,7gOEhplA1iCGnDBsGjd1Pw
0,2023/08/25,AMAZON.CO.JP,-674,三井住友カード,食費,その他食費,,1,XjTqmCWV38yhl4GSzzsuYg
1,2023/08/25,USB 5V-12V DC電源供給ケーブル 電源ケーブルUSB→DC (外径5.5mm内径2.1mm) 変換 アダプタ8 in 1 TP-Link/12v扇風機/ドライブレコーダー/ラジエーター/5Vミニスピーカーなど適用 長さ1m 販売: アマゾンジャパン合同会社,-674,Amazon.co.jp,日用品,hl_shop,,0,J8jF0cZW7KroJaP8Lb39rUCkM7mkfcM6fwirVmaBESE
1,2023/08/25,物販,-882,suica chong,食費,hl_foods,,0,givTIDsg8m5HR-AREqp8g7aAhimEtsEZa8hknIuBggQ
1,2023/08/25,物販,-3633,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,UuxEfpPjLWxdUI-VAympbyGGx1pcccX_5VcJftCLBhE
0,2023/08/25,カード モバイル,3000,モバイルSuica (モバイルSuica ID),未分類,未分類,,1,ZOgX7HePk_Hv_x7Mih3Xw9kHfOd-AnSrI91CNse-YhQ
1,2023/08/24,口座振替 RTK ペイペイ,-10000,三菱UFJ銀行,食費,hl_foods,,0,2qp4vOf60MSVKfl2LiankA
0,2023/08/24,AMAZON.CO.JP,-1465,三井住友カード,食費,その他食費,,1,XyQT7Fk-Jd__11YtumgmIw
0,2023/08/24,AMAZON.CO.JP,-816,三井住友カード,食費,その他食費,,1,R3_sCO2jJ8YWuixdtvbCVA
0,2023/08/24,AMAZON.CO.JP,-1465,三井住友カード,食費,その他食費,,1,SKF1w_oa8qgxip3ka0U8tA
0,2023/08/24,AMAZON.CO.JP,-5060,三井住友カード,食費,その他食費,,1,3P6vR3BuDWNDO8OEOUI_dA
0,2023/08/24,AMAZON.CO.JP,-2640,三井住友カード,食費,その他食費,,1,uKIhDSZ8gSnpfq11keeLcg
0,2023/08/24,AMAZON.CO.JP,-3480,三井住友カード,食費,その他食費,,1,0GUOVm1oAhnzE3_blsSbaA
1,2023/08/24,AMAZON.CO.JP (返品),500,三井住友カード,収入,返金,,0,JcbnjeWusc05pe29bGCC3w
1,2023/08/24,AMAZON.CO.JP (返品),13496,三井住友カード,収入,返金,,0,3i140sIe049tl-no5igwDQ
0,2023/08/24,モバイルSuica(Apple),-3000,三井住友カード,住宅,その他住宅,,1,niQeVnvPVvE9zVW-3pgh6w
1,2023/08/24,無印良品 やわらかポリエチレンケース ホワイト・深 約幅25.5×奥行36×高さ32cm 02528560 販売: アマゾンジャパン合同会社,-1090,Amazon.co.jp,日用品,hl_shop,,0,85uNQ_PKQnbXKvjU8w-jWKJubE_NKkwz48Vu994KkCI
1,2023/08/24,Amazonポイント,274,Amazon.co.jp,収入,ポイント,,0,Pa6CSKzcpT8X2f9Ap4NatN9vYiPSbRHBjpxYUqVcdBM
1,2023/08/24,マザーガーデン 野いちご お風呂でレストラン お片付けネット付き 販売: マザーガーデン 商品についての質問は こちら,-1980,Amazon.co.jp,日用品,hl_shop,"",0,xQgrzjL68vy-UOJ93YYpdreRJRe6WN7C-RLfSpTrEIk
1,2023/08/24,配送料・手数料,-660,Amazon.co.jp,日用品,hl_shop,,0,bS5yO-ktLLwI0tmbSWcHDnp_7u18AftowbpxRCpGwLY
1,2023/08/24,アンパンマン はじめてのジグソーパズル ステップ1 イエロー 3セット入り 販売: アマゾンジャパン合同会社,-550,Amazon.co.jp,日用品,hl_shop,,0,_sP9xvbaAGssTNPgTXwINRIIpBQAllPFNyhnev6hcS8
1,2023/08/24,アンパンマン はじめてのジグソーパズル ステップ1 レッド 3セット入り 販売: アマゾンジャパン合同会社,-550,Amazon.co.jp,日用品,hl_shop,,0,wjOaulvnWBls07xBt2K2cVQSgkvb3g8ZYc73Eqx4HCY
1,2023/08/24,山崎実業(Yamazaki) マグネット バスルームバスケット ホワイト 約W31XD17XH15cm タワー tower 浴室 収納ラック 5542 販売: アマゾンジャパン合同会社,-3960,Amazon.co.jp,日用品,hl_shop,,0,VJxSCJCWHUh0fELOMXBqsfEsHLyxOzd95cymIR0Pixs
1,2023/08/24,MyeFoam 枕 安眠 肩がラク 低反発 まくら 中空設計 頭・肩をやさしく支える ブルー 縦41x横57x高さ8~10CM 販売: MyeFoam,-4980,Amazon.co.jp,日用品,hl_shop,,0,4ZToq77n9XvRaN988vexxRFUQvMCGs6dMcJZ0fPjJpU
1,2023/08/24,割引,1500,Amazon.co.jp,収入,ポイント,,0,CNWKYcAp8EzFRQboojhnWiMjAXUt4fiWdbjUtseEdSA
1,2023/08/24,NARUMI(ナルミ) プレート 皿 中国料理用食器 10cm ホワイト シンプル 深め 深皿 小皿 電子レンジ温め対応 日本製 9000-1882 (1465円 * 2点) 販売: アマゾンジャパン合同会社,-2930,Amazon.co.jp,日用品,hl_shop,,0,t6yQIhEcoZRPY_eUEr3ifW5TocTPH1sPVSWlWe-8dQA
1,2023/08/24,入 KS成田空 出 京成日暮,-1257,suica chong,住宅,hl_living,,0,3bCHKKD7LeYELZ6Fjy3EqaIMynAIhzAaY-sBxlZLuZM
0,2023/08/24,カード モバイル,3000,suica chong,未分類,未分類,,1,wLsNlZ599dLl-s0tL1_gPbyd1_LqbL8E9Yk8Cd4thw8
1,2023/08/23,ペイペイ*セブンイレブン,-1524,エポスカード,食費,hl_foods,,0,ixahvRNEfGwZU3OvhSbMag
1,2023/08/23,ペイペイ*ベトナムフロッグ,-1350,エポスカード,食費,hl_foods,,0,GSrMedwaBD-piJ9q0DnaLQ
1,2023/08/23,PAYPAL *GOOGLE GOOGLE,-380,エポスカード,教養・教育,hl_selfde,,0,xIXUgMGqIzLNrYLuTeqP3g
1,2023/08/23,AMAZON.CO.JP (返品),852,三井住友カード,収入,返金,,0,Tvzk2LoC-gnctoWluZK-aA
1,2023/08/23,AMAZON.CO.JP (返品),2111,三井住友カード,収入,返金,,0,bpDfPMZYwqnkRRlztxph9A
1,2023/08/23,AMAZON.CO.JP (返品),1095,三井住友カード,収入,返金,,0,lED9AXrjOqmrVpBJCjZnAQ
1,2023/08/23,AMAZON.CO.JP (返品),6192,三井住友カード,収入,返金,,0,3xPx3XK_uI1WsRw0jLelUw
0,2023/08/23,AMAZON.CO.JP,-2780,三井住友カード,食費,その他食費,,1,42w_0ve84BpjCoiVrdIqVQ
1,2023/08/23,AMAZON.CO.JP (返品),4356,三井住友カード,収入,返金,,0,Lq7WhqZVJBwdre2to6my2A
1,2023/08/23,AMAZON.CO.JP (返品),965,三井住友カード,収入,返金,,0,gYVzdg1PFY5XkAf5XcOBGg
1,2023/08/23,AMAZON.CO.JP (返品),1642,三井住友カード,収入,返金,,0,7tNngstoszmSUk95gRAHuA
1,2023/08/23,物販,-375,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,FvlwgWdhMYO6wVWVkpt1WXzRWMeego-ys1cUctBrZlE
1,2023/08/23,入 新橋 出 日暮里,-178,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,EbAZ_vo27q8K5RSLnaPThItzaVuMLs1xKfgOid7NSVg
1,2023/08/23,物販,-618,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,4tTIFM99hWjTWKjnZuIpT9D-MWVSIDJqVsUEews6o1s
1,2023/08/23,入 日暮里 出 新橋,-178,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,srTD7xjNCWWdnmj23VsafYbFH5oRLfSY3uqDsuexcvU
1,2023/08/22,NSS.クラウドフオ-カス,-44000,Smbc,税・社会保障,hl_bussi,"",0,1otDEFnjc_3wdzZBIzKPQQ
1,2023/08/22,カンリヒ,-35750,Smbc,住宅,hl_living,,0,WnFxqPjIrc7dckEBNZqm5A
1,2023/08/22,振込 グ-グル(ド,1411858,Smbc,収入,事業・副業,,0,TSgSebUKa6fzcmeZDI5mVQ
0,2023/08/22,AMAZON.CO.JP,-1377,三井住友カード,食費,その他食費,,1,XVCm705hIbmeOvxitilikA
1,2023/08/22,AMAZON.CO.JP (返品),5849,三井住友カード,収入,返金,,0,1u_ESEQ50uiLBSmEYZToDA
1,2023/08/22,AMAZON.CO.JP (返品),500,三井住友カード,収入,返金,,0,c1w_0_I_9YHCi4Jdiy39KQ
0,2023/08/22,AMAZON.CO.JP,-7585,三井住友カード,食費,その他食費,,1,TxKMK132cI16fR8daA5srA
0,2023/08/22,AMAZON.CO.JP,-1599,三井住友カード,食費,その他食費,,1,nMX-S2q-lO_X_24BVHaxzQ
0,2023/08/22,AMAZON.CO.JP,-899,三井住友カード,食費,その他食費,,1,ZLsmbHRCF9OPSJhh9mFmSA
1,2023/08/22,山崎実業 ディッシュスタンド ディッシュラック プレート ワイド S ホワイト 3149 販売: アマゾンジャパン合同会社,-1692,Amazon.co.jp,日用品,hl_shop,,0,X22aa_j5LH8CjedKEeJDd3bbugDu6HZ2dRpDujOKNfI
1,2023/08/22,Amazonポイント,315,Amazon.co.jp,収入,ポイント,,0,FFuz0TFDzuQ-lgDs-5kAQpR2XB07gts-j4uPzo-2sPA
1,2023/08/22,Hoffnugshween 4枚セット コースター セラミック製 おしゃれ ボヘミアン風 直径10.8cm コルク裏面 耐熱 吸水 速乾 丸型 滑り止め 茶托 お茶パッド コップ敷き マグカップ 湯吞用 家庭用 業務用(セットA) 販売: RaralifeJP,-1599,Amazon.co.jp,日用品,hl_shop,,0,jZdMuDNNI6DhhslyKik8FUUqBOdhZtf81un7J4QOpfM
1,2023/08/22,SAYOK コースター 4枚セット セラミックコースター コップ敷き 茶バッド コルク裏面 高吸水率 速乾性 抗菌性 断熱材 滑り止め 天然素材 シンプル 北欧風 丸型 102MM A柄 販売: 日光ガール,-899,Amazon.co.jp,日用品,hl_shop,,0,0aFAbOoA8qPondxo8ihxrAuvCuHpLgWvrcVp1EQ8QL0
1,2023/08/22,【サッと拭ける】キッチンマット 透明 拭ける [Latuna] 180x 45 cm クリア 【国際標準規格準拠】 キッチン マット おしゃれ 撥水 台所 フロア ロング シンプル 床暖房対応 PVC 厚さ1.5mm (180×45cm) 販売: Latuna メーカー直営店 〜1年保証〜 商品についての質問は こちら,-2780,Amazon.co.jp,日用品,hl_shop,,0,ZWxYArdqKjv3xNbsB8BqDTC_ZfX0gmE-H2uv6c_pVHs
1,2023/08/22,アイリスオーヤマ サーキュレーター アイ 静音 【WOOZOO】 18畳 上下左右首振り デザインモデル パワフル送風 コンパクト リモコン付き PCF-SCC15T-W マットホワイト 販売: ほしいが見つかる七福商店,-7979,Amazon.co.jp,日用品,hl_shop,,0,brnl72q-vzXYYFR-h1ToBV22OJhe_e8orFeAQN-ZqiE
1,2023/08/22,Amazonポイント,394,Amazon.co.jp,収入,ポイント,,0,8jqG7PzWhjVt_9L6ohxYkjfLdTYCZntaNJCdI-WN99U
1,2023/08/21,利息 ス-パ-フツウ,1,三菱UFJ銀行,収入,その他入金,,0,V0kZA76Inu_dMPIeXRYbVg
1,2023/08/21,普通預金利息,17,Smbc,収入,その他入金,,0,Nu49yEa-sk8U_sV0OB4Cbg
0,2023/08/21,カ-ド,490000,三菱UFJ銀行,収入,旦那,,1,_xEXM35eXvo7_rBMVTVybg
0,2023/08/21,AMAZON.CO.JP,-1090,三井住友カード,食費,その他食費,,1,wS5a5z4Rw7Lni1dDcIlgJw
0,2023/08/21,AMAZON.CO.JP,-1130,三井住友カード,食費,その他食費,,1,Q91-PzJuIe8dHBcAmz__Bg
0,2023/08/21,AMAZON.CO.JP,-2090,三井住友カード,食費,その他食費,,1,pkyk1Lltctj3DYpCropv5g
0,2023/08/21,AMAZON.CO.JP,-1699,三井住友カード,食費,その他食費,,1,B65Zd1Sn-ssZYf9dKpEZ4A
0,2023/08/21,AMAZON.CO.JP,-2690,三井住友カード,食費,その他食費,,1,UuYLgMFopzLD6VW4HWYxMQ
1,2023/08/21,ペイペイ*ガスト,-1395,エポスカード,食費,hl_foods,,0,VsJqmmoPz12hmiyjci2NAQ
1,2023/08/21,ペイペイ*ケイオウアイベトナムフォーアン,-2060,エポスカード,食費,hl_foods,,0,ZEOak4KbGHV7kA2j38W_Ug
0,2023/08/21,AP/モバイルスイカ(アツプルヴイ),-3000,エポスカード,現金・カード,電子マネー,,1,zfqgM7TmEc6mwnS5MIVQ2g
