計算対象,日付,内容,金額（円）,保有金融機関,大項目,中項目,メモ,振替,ID
1,2024/01/30,Amazonプライム会費,-600,三井住友カード,日用品,hl_shop,,0,La6btA3gApiFpYeZCEiAp7k8XSDWJ29u643NBmS6mwQ
1,2024/01/30,ペイペイ*ドトールコーヒー,-390,エポスカード,食費,hl_foods,,0,VtsGF7pSKB8xz5ypQIXr651RGacizPyMro_tcXvj2Tc
1,2024/01/30,ペイペイ*ガスト,-2955,エポスカード,食費,hl_foods,,0,V6v0z2eQ3l0Z-xBJ4FSRANlR4hN3qtgQdfZaA2Iul04
1,2024/01/30,ペイペイ*ガスト,-1200,エポスカード,食費,hl_foods,,0,BU-UeRRaHpU-Nt-O4sF3Uj7CTu9YZI9o_enXwHx5zLY
1,2024/01/30,ペイペイ*サンマルクカフェ,-450,エポスカード,食費,hl_foods,,0,2fStCVlCCP0hTDVKDtAUsBVwsJaaxSn_3GZgidVkL-A
1,2024/01/30,メルカリ,-372,エポスカード,日用品,hl_shop,,0,4AlWhhHo4R7PncqdIUb7ZULGsiLoqUyfPiccr9oQnvI
1,2024/01/30,入 戸塚 出 日暮里,-824,suica chong,住宅,hl_living,,0,DgHeuByneyBN9MJykqCUWWHYg2mTcqv1UTKnU6rVAoA
1,2024/01/30,物販,-120,suica chong,食費,hl_foods,,0,F7ZQncfmhSUDb5m6ui4GzQyOYm2Z3uSeCSKIVIRKOJA
1,2024/01/30,物販,-120,suica chong,食費,hl_foods,,0,9ZSeOSNcfddbqiyDAwi5A5UDQ4K6KPnqwBUp04BviHo
1,2024/01/30,入 日暮里 出 戸塚,-824,suica chong,住宅,hl_living,,0,DBC5OqM9Ql5abwad5X1PWzO0N6hSaMCSh5AwfbWFqPs
1,2024/01/29,口座振替4 SMBC(GTNモバイ,-1785,三菱UFJ銀行,住宅,hl_living,,0,kS-opgHcy2uUXBE0OhhZerx0ORHgJDDCqBHzUPe3y6c
0,2024/01/29,口座振替4 エポスカ-ド,-936587,三菱UFJ銀行,住宅,家賃・地代,,1,QMQXru_asL8Gwe6rqf8vduqSpGxBgRWpIG0Ajky1eoA
1,2024/01/29,EP/マルマンストア 日暮里店,0,エポスカード,食費,hl_foods,,0,2sXnecqLbEVvXZ5uG1egkqKC4E9HIK2-0XGN8-dZj7s
1,2024/01/29,ペイペイ*サンマルクカフェ,-450,エポスカード,食費,hl_foods,,0,mZz6_NmEOmBpQ-C-1KcFfQinjeWaxn3mgCgKM-pDa2E
1,2024/01/29,ペイペイ*ガスト,-1200,エポスカード,食費,hl_foods,,0,x8DYksH-WHwyPDGS9-vPSNTNMDNd2RRy6HZQ5DQfVZI
1,2024/01/29,ペイペイ*エキュート,-692,エポスカード,食費,hl_foods,,0,et095_wDculu_VCIwdhQpf_ggbqOi8K-5OUeZlJn-sA
1,2024/01/29,ペイペイ*タリーズコーヒー,-669,エポスカード,食費,hl_foods,,0,n_lza6X2993PCA218bg4JiREgSlpD3CCV4SkxGuxbvQ
0,2024/01/29,モバイルSuica(Apple),-3000,三井住友カード,住宅,その他住宅,"",1,tzSdOxIIAnzPUpKejo2kT3WOAvKLju3fdxnGnEWqs94
1,2024/01/29,振込 グ-グル(ド,2,Smbc,収入,事業・副業,,0,xVfwrMRMTiApimOo6FbyfCapCOCAVazQ4IKfa_ub3JU
1,2024/01/29,メルカリ,-414,エポスカード,日用品,hl_shop,,0,4lV4BgHYJJiAspF9uuYMuXOy7OvREHsxNRLy6rnWr30
1,2024/01/29,入 戸塚 出 日暮里,-824,suica chong,住宅,hl_living,,0,5iMkki5-rqLl0CEsVKsyZpZQJwQHfbWv6AgjExIMeY4
0,2024/01/29,カード モバイル,3000,suica chong,未分類,未分類,,1,ok_DMmghGn5mUckD0Ieie6bvt-xNo97km5r2Cqc_x-E
1,2024/01/29,物販,-120,suica chong,食費,hl_foods,,0,q3YlYqg45Wuhxmz4CPRz1lnEnhJHV-6gopWBp9HHgas
1,2024/01/29,物販,-120,suica chong,食費,hl_foods,,0,jREqLFcVKDSbAIQktgwzS43VEJQOdESedfnhQcMYar8
1,2024/01/29,入 日暮里 出 戸塚,-824,suica chong,住宅,hl_living,,0,hLTl4jdf4cNb7eK2ZX8R4dXcBsKVIQ7Gq4NTuYQttLA
1,2024/01/29,入 御徒町 出 日暮里,-146,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,lymcwoPNnHE9YSg5oAkw6Eiq1mCrY2IsV-2F3KnDcmA
1,2024/01/29,入 日暮里 出 御徒町,-146,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,bY2mGBn-Kczn0q89lfHtGbmMDJwFnUuhGYZyw9yMEa0
0,2024/01/28,AMAZON.CO.JP,-760,三井住友カード,食費,その他食費,,1,isQIBQ6Afj-_n0upuTOgEAWUGjzltzW1fgWXhVxSNXA
0,2024/01/28,AMAZON.CO.JP,-350,三井住友カード,食費,その他食費,,1,LdBUsRRdr0fz6TiDAyXPTMrElb1hEzqm2FJMFy1HIqI
1,2024/01/28,ペイペイ*ケイオウアイベトナムフォーアン,-2070,エポスカード,食費,hl_foods,,0,C7rcQFcyw9yLrwovK81m0b3TT39bvxHCk7ncsU451eg
1,2024/01/28,ベビーミスト(75ml)ニールメッド 生理食塩水 スプレー 鼻洗浄 BM-75 販売: アマゾンジャパン合同会社,-760,Amazon.co.jp,日用品,hl_shop,,0,Rh6DI6ZmnFprSYGzlgug-88Qr8yxaVbZmBZKvSJiRF4
1,2024/01/28,NIHON YAKKEN 金の青汁 (R) 純国産大麦若葉 100% 青汁 (お試し / 15パック / 粉末) 抹茶風味青汁 すっきり (ビタミン/ミネラル/食物繊維) 野菜不足改善 農薬不使用栽培 (日本薬健) 販売: 日本薬健公式ストア(NIHON YAKKEN),-350,Amazon.co.jp,食費,hl_foods,,0,7TO6_e73man1VOI_96QmZHOHiNZjNF4SSYgVX4939eU
1,2024/01/27,ペイペイ*カクヤス,-1402,エポスカード,食費,hl_foods,,0,Av9bMus1dCrFt-iMskvpFpVfR1ayhTVm4QL9GPahD5I
1,2024/01/27,ペイペイ*タリーズコーヒー,-669,エポスカード,食費,hl_foods,,0,pvNs67O4H_2RsHDk9lxiIu69TZBdd0TC9HZpVjlD6e8
1,2024/01/27,ペイペイ*デニーズ,-4582,エポスカード,食費,hl_foods,"",0,UE2iwl16mAO6SBel3mM6Ukq0qymZRb6kK_REMXPjeB0
1,2024/01/27,EP/マルマンストア 日暮里店,0,エポスカード,食費,hl_foods,,0,bzyhY0PjhecT9oZmhM47qyYPDF4krkdwKuAkjREhmZ0
1,2024/01/27,メルカリ,-50000,エポスカード,日用品,hl_shop,,0,QDBgktqYfYXcuo7o3Io_GsQZCg1EgrIwH7zEn8mcZhU
1,2024/01/26,口座振替4 SMFS(クオ-ク,-8782,三菱UFJ銀行,教養・教育,hl_selfde,"",0,kjVR2XCago9FhIKRJDXq4EAZ9v31XmNksxbp92ddWFQ
0,2024/01/26,口座振替3 ミツイスミトモカ-ド,-204386,三菱UFJ銀行,現金・カード,カード引き落とし,,1,hdSh35Xd1AchouDlkou57kRL4RU2-6RUC_7b9duz3aI
0,2024/01/26,AMAZON.CO.JP,-685,三井住友カード,食費,その他食費,,1,O6N-aNZ5wSPpCKR4PfqrDBu3eFZhqhOzLbMXyQfA2sg
1,2024/01/26,ペイペイ*カクヤス,-1155,エポスカード,食費,hl_foods,,0,RWowIImR0XgdvdWKdSpc81u7jSdAI8E8nLfzFNdEu8g
1,2024/01/26,ペイペイ*ローソン,-1105,エポスカード,食費,hl_foods,,0,s22ZhY9n1r-17Yt9YEGtYh9u4vS-jKbZMtqIjEwq5YQ
1,2024/01/26,ペイペイ*ダイソー,-4722,エポスカード,日用品,hl_shop,,0,s81fQkl8-RAy6oXqA784VPIrfXxjPPx5A4IY6S0dlEU
1,2024/01/26,ペイペイ*ローソン,-757,エポスカード,食費,hl_foods,,0,BNHIQQLVWStXclRJgn5ErQceyASExbMoCScHkf4W_vc
1,2024/01/26,ペイペイ*エキュート,-736,エポスカード,食費,hl_foods,,0,7rCnRZFiUV9BTt14bVFUWuLTWlQq9pb6_5nCC7bPgWE
1,2024/01/26,メルカリシヨツプス,-497,エポスカード,日用品,hl_shop,,0,40lLpUdRk8jUrq6eabrY0SI-XkgTSWuTjkuO2LI6BCQ
1,2024/01/26,"Compatible with iPhone 12 mini glass film with guide frame, 5.4 inch fingerprint prevention [2 x film + 2 x lens protection film + 1 guide frame] Japanese Asahi Glass material Apple iPhone12mini thin 販売: xiaoluoluo",-699,Amazon.co.jp,日用品,hl_shop,"",0,TJ5T51jM-fYpf_aOl7giCZjDExOz80u5kstsp5o-Rd0
1,2024/01/26,割引,14,Amazon.co.jp,収入,ポイント,,0,hbhNYqRVWLJk8DOO-x87G0zCnjW-dWdloL1tJd9BerY
1,2024/01/26,入 大崎 出 日暮里,-208,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,t1EitqP63EYyypTjpP_AB1pdcXZcwqbyCcx9w3zZlKU
1,2024/01/26,物販,-1400,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,3m3cIPC_bmenR-t_rmqhCUPam-5aGUd0P8Dr-1za1Xs
1,2024/01/26,入 日暮里 出 大崎,-208,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,WolVnoz8kKNbNVNwgpUQgBsLTAvtEJKHFTZOye-ibeY
0,2024/01/25,EP/マルマンストア 日暮里店,0,エポスカード,食費,その他食費,,1,6uebap3jtBEWvb591lac0qxhoism3Qaqgj9xH-qD5Bs
1,2024/01/25,freee,-1628,三井住友カード,税・社会保障,hl_bussi,"",0,OxUSnxP6o43Jmc7d2UPPgqorjwTYxQKk7e1Me91fAxU
0,2024/01/25,モバイルSuica(Apple),-3000,三井住友カード,住宅,その他住宅,"",1,bAKXPcXYVGwNH6iczdtSf4-kCDT2mAQNCssM62Ak0Q8
1,2024/01/25,ペイペイ*ケイオウアイベトナムフォーアン,-3000,エポスカード,食費,hl_foods,,0,F30Qu1MDC366JU-rwdJ3VrEWqQubp_MKV_j7-rcvQnY
1,2024/01/25,カブシキガイシヤポピンズシツタ,-9204,エポスカード,税・社会保障,hl_bussi,"",0,ryZxslyVKMNVUFvK1or1CxLPC9vVI6UBL73bSg0zl9k
1,2024/01/25,スケーター (skater) 水筒 ストロー付き 530ml ミッキーマウス & フレンズ クッキング ストロー水筒 ワンプッシュ 子供用 PDSH6DX-A 販売: アマゾンジャパン合同会社,-1473,Amazon.co.jp,日用品,hl_shop,"",0,SFrPjNNcD8jFfCiuzL3y9-XbWcFjsw6wCXy-p5v5MCM
1,2024/01/25,Amazonポイント,1473,Amazon.co.jp,収入,ポイント,,0,9q5_AquapqEynA1wv3XOET1mNWIuTUWLe1OEK4WF7nw
1,2024/01/25,入 戸塚 出 日暮里,-824,suica chong,住宅,hl_living,,0,0QOPcFK16ah2y4SHsLdZZVL4luiJWyQP9GniyNtWpkw
1,2024/01/25,物販,-120,suica chong,食費,hl_foods,,0,esA8egUvIPJqJ4QDb5dLPfjitOnhUXT2TSEdG8wTwEE
1,2024/01/25,物販,-120,suica chong,食費,hl_foods,,0,5ZXJjgcbuupsAn7sGn7tCMun8FU9QJkO_9VpP25EV5I
1,2024/01/25,物販,-120,suica chong,食費,hl_foods,,0,u_AsoB3YlYW7FuhvE64pvYEcoJWCZxDfQN-9Vs8oOY4
1,2024/01/25,入 日暮里 出 戸塚,-824,suica chong,住宅,hl_living,,0,GLtbUZH2G8EGRSydf2fNvD0zlT16hps22L_AlwONnZQ
0,2024/01/25,カード モバイル,3000,suica chong,未分類,未分類,,1,-KIri64wGePWxXyYYvKL8uG-blQ69g4VGvYeeZowFeA
1,2024/01/24,ことばの豊かな子をそだてる くもんのうた200えほん 販売: ネットオフ,-1999,Amazon.co.jp,日用品,hl_shop,"",0,looF1fSsIZ4Q1GXB6YUagH7QFi_AgIzn5BDBOps_sJo
1,2024/01/24,配送料・手数料,-350,Amazon.co.jp,日用品,hl_shop,,0,OhIDdC-ySpE4LnBL0qcOkwbsqk-6hxb-7458xx35gDw
1,2024/01/24,ペイペイ*エキュート,-1039,エポスカード,食費,hl_foods,,0,n8FS_ZGyBYumXnM-RvWSCLpr2cy4lteMkb_MLdEBAkY
1,2024/01/24,ペイペイ*ガスト,-2650,エポスカード,食費,hl_foods,,0,GTZ_IYNbEFwdi7RQ3PBUx9iaaEvYimjmL-IolQ8UCgg
1,2024/01/24,ペイペイ*ツルハホールディングス,-864,エポスカード,衣服・美容,hl_beahea,,0,An8dasHDbPgoeWWEFyxLaH9p_qVSDgJK9QJEN6N4YvY
0,2024/01/24,AMAZON.CO.JP,-2349,三井住友カード,食費,その他食費,,1,btp_4p2NhzmyFwSI6o7AMH8YxxOcNVfOScPBltVkIa8
1,2024/01/23,ペイペイ*モモクアン,-2600,エポスカード,食費,hl_foods,,0,DjvPDv9dF70KX0sEGBlJFr-XfDOGrVjRymIzLHE8o10
1,2024/01/23,ペイペイ*エキュート,-476,エポスカード,食費,hl_foods,,0,2hLIue0lYpPLEOUJ54UhML0FnZhNW-Z5_RZLUZW048s
1,2024/01/23,ペイペイ*エキュート,-671,エポスカード,食費,hl_foods,,0,g73zovQUjqA84HyGmmdrf7s_dZR32OyGqCSlNPCqbBc
1,2024/01/23,PAYPAL *GOOGLE GOOGLE,-380,エポスカード,教養・教育,hl_selfde,,0,wCWTGJrQeO6ExhW_vLK9VZbY_QwVVkJWGv2qRlN9bF8
1,2024/01/23,ペイペイ*レモン,-3066,エポスカード,食費,hl_foods,,0,yRc1ZAFPqg1oc256bIc6Si8BTsvjRrx_7qs0fhtPVXI
1,2024/01/22,口座振替 RTK ペイペイ,-10000,三菱UFJ銀行,食費,hl_foods,"",0,-FkTXwfUKWCAZ6ZNJ4NXith1y_hhbAzTJ1iAzsnLcyc
0,2024/01/22,振込1 レ テイ トウ ハ,300000,三菱UFJ銀行,未分類,未分類,,1,Bo3slOM7Xu54ep_AXsU0LVoyWhz0ZTqIYYrdM4kbk6s
1,2024/01/22,ペイペイ*タリーズコーヒー,-660,エポスカード,食費,hl_foods,,0,sbgQg2HeG2Z5ACtU2rk_IGd43ptfSgFgUn0lCTvtWbE
1,2024/01/22,ペイペイ*ピーフォー,-1350,エポスカード,食費,hl_foods,,0,s3P5NtV8XxUlyIPeZ0hqvdz2shea-7pDPZc-gG8EKDQ
1,2024/01/22,ペイペイ*ガスト,-2852,エポスカード,食費,hl_foods,,0,nKG4ATavvsfMOTVf6HiT28I5c2_NbwMRbqkUA8ww2P8
1,2024/01/22,ミマレデイ-スクリニツク,-5500,エポスカード,衣服・美容,hl_beahea,"",0,oVsymN6MhXRmty4Wj_BW3mtodQSYUZmKn8dW_7YUxis
1,2024/01/22,ペイペイ*ピーフォー,-700,エポスカード,食費,hl_foods,,0,DxdD4c7vdnYv5SaF44Y5O5oGYTV319BfExao3rSG7ic
1,2024/01/22,ペイペイ*イナゲヤ,-3958,エポスカード,食費,hl_foods,,0,uCPN555p7rRXHoi5g44DIS3gonv98RW6cb7S5IgoKtI
1,2024/01/22,ペイペイ*タリーズコーヒー,-559,エポスカード,食費,hl_foods,,0,49gPnZxBXTLNNFocLW1eq2wp43GqzqDSj-hcGibh6ZE
1,2024/01/22,NSS.クラウドフオ-カス,-22000,Smbc,税・社会保障,hl_bussi,"",0,VBpUxdM3Cfzxrk4gI5NBdJRTBp4wbDr5UuaeKwJhA5A
1,2024/01/22,カンリヒ,-35750,Smbc,住宅,hl_living,,0,j6OcVPku_EfR4X4rS3DzMHWFo07GK5Keo8sXFp9QMQY
1,2024/01/22,振込 グ-グル(ド,42086,Smbc,収入,事業・副業,,0,UsBSbppISusjmwEjaEq3bsClgFm7ApKGpt29CT6DpLE
0,2024/01/22,パソコン振込 レ テイ トウ ハ,-300000,Smbc,現金・カード,ATM引き出し,,1,N_WrXBGK9pYFC70rPt01Z87ntdgPZLdSNAiQwwbn6R8
1,2024/01/22,【Amazon限定ブランド】 西川 (Nishikawa) セブンデイズ 掛け布団 クイーン ホワイト 熱を逃がさない 空気を含む軽量特殊繊維 体にフィットする特殊キルト構造 抗菌 防臭 防ダニ加工 丸洗い可能 ほこりが出にくい 冬 SEVENDAYS AB39000583W 販売: アマゾンジャパン合同会社,-12320,Amazon.co.jp,日用品,hl_shop,"",0,Ny-sX7O6KUosuW9Ufj9LR1bRckNscJHIn0kOnHD3eMM
0,2024/01/22,モバイルSuica(Apple),-3000,三井住友カード,住宅,その他住宅,,1,SUDI1Fdh1t9s4U5mbGRqX6HO8cwacU6H3hJWks0Lsyk
0,2024/01/22,AMAZON.CO.JP,-12320,三井住友カード,食費,その他食費,,1,dJemh5_DodTZyP_Ex-AaSD_1kz1xeAGHseNcN1vnK6A
1,2024/01/22,物販,-548,suica chong,食費,hl_foods,,0,HPauDrPOWbYmN8F-iN4dbsrs3H-fby62iKGCNJHQV8o
1,2024/01/22,入 戸塚 出 日暮里,-824,suica chong,住宅,hl_living,,0,9-Uy6n9LQDFOE5AvBMxvNK3734RrYzUuqePsjl1eFpU
1,2024/01/22,物販,-120,suica chong,食費,hl_foods,,0,64c71xnRUdGNjj5GYir02TCq0u824k9I9aBO9tkL1jA
1,2024/01/22,物販,-120,suica chong,食費,hl_foods,,0,Is6dbe_ALFejBzF1dW4zlu-mT8kYUjIf6mBm7ZqXXu0
1,2024/01/22,入 日暮里 出 戸塚,-824,suica chong,住宅,hl_living,,0,Guxrk8iLALh2BYL8g7BrHz6mYoLYS5DKLlye23on5Nc
0,2024/01/22,カード モバイル,3000,suica chong,未分類,未分類,,1,94Ze-SM9rLT8lA1KV-_HE0c1osImFNl1e9loFA_yjkc
1,2024/01/22,入 赤坂 出 地西日暮,-209,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,8ZSkm-BHkeW8LYCbB1N6XaLQH9s_zXI8bIhBDlH42EQ
1,2024/01/22,入 地西日暮 出 赤坂,-209,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,spYviVOm0DZrS4QQIgBVl1sKWTc6gNZInllzyAzWEJY
1,2024/01/22,ゴ-(タクシ-アプリ)*アプリハイ,-1100,エポスカード,住宅,hl_living,,0,UW9PWNLr-cqdQAQ9hVe3fvUgTqVDRxc85tAtoJksHl4
1,2024/01/22,ゴ-(タクシ-アプリ)*アプリハイ,-1000,エポスカード,住宅,hl_living,,0,S_rq_MfkEFHkKOTpfIyYJjYQVXJ7uR7BgHSWQ1PhmKI
1,2024/01/21,ペイペイ*ドトールコーヒー,-560,エポスカード,食費,hl_foods,,0,RwjzZ7hYjpnDpBa7tAlzgjlLkABa5Mvybk86bMI3WvI
0,2024/01/21,AP/モバイルスイカ(アツプルヴイ),-5000,エポスカード,現金・カード,電子マネー,,1,P-nKzFfL19J4Twd8MPkLVRP7OTgHs8OotnvtKhGwFXU
1,2024/01/21,GURYFOcX 【綿100%+ホテル仕様】ロング枕カバー 43x90 ファスナー式 まくらカバー ホテル品質 ピローケース 光沢感 300本高密度 防ダニ 抗菌防臭 枕カバー セミロング 43 90 枕用 ストライプ柄 ワイン 販売: GURYFOCX 商品についての質問は こちら,-999,Amazon.co.jp,日用品,hl_shop,"",0,16UGBBCEWLMew-pc_WCKBaSVl1SK8N_9mom4vCr8HpQ
1,2024/01/21,割引,50,Amazon.co.jp,収入,ポイント,,0,Ke-97JeKMqZDaTK-nZ1DiUvf5HWO0pqdgeSUZBn44O8
1,2024/01/21,GURYFOcX 『ベストサイズ』枕 43×90cm ロング枕 マクラ 抱き枕 本体 だきまくら ふわふわ 安眠枕 快眠 まくら 大きい枕 ロングクッション 高さ調整 枕头 防ダニ 洗える枕 Soft Long Bed Pillow 販売: GURYFOCX 商品についての質問は こちら,-3680,Amazon.co.jp,日用品,hl_shop,"",0,KsiiR13wclVq9FGl7Qhv5MY1hIpA1BehgxQoxL-aQPc
1,2024/01/21,ちぼじ 鼻水吸引器 正規品 進化した楽々レバー 簡単よく取れる 知母時 plus【台湾発明特許商品】日本限定版 (3850円 * 2点) 販売: ハートペアーSHOP,-7700,Amazon.co.jp,日用品,hl_shop,"",0,bwLnHShbhDdfUTteQx8utWEK94t8O5_BLjazScf4uOI
1,2024/01/21,割引,184,Amazon.co.jp,収入,ポイント,,0,qFmB69BKNz-fvucQ0Gy_LcXQmCi9tTiKzmwfKuJSnFs
0,2024/01/21,AMAZON.CO.JP,-11196,三井住友カード,食費,その他食費,,1,SZmYzxEiMXxDzcoRSWn3MGkUjwm7yh5ftz0mjRLwy1w
0,2024/01/21,AMAZON.CO.JP,-949,三井住友カード,食費,その他食費,,1,0aX_wm8GY3Z0WZNglhcItPBRAOHQi4xCj0wogN0NtC4
1,2024/01/21,入 三郷 出 地西日暮,-496,suica chong,住宅,hl_living,,0,hOz0L-Xy3zLshxC-HYVSdQDDuxFWShiesGf4REo1tOw
1,2024/01/21,物販,-366,suica chong,食費,hl_foods,,0,lEISUN8pcYDuz8ahh2fKdpcPquXgV1mV66m247XpY3s
1,2024/01/21,入 地西日暮 出 三郷,-496,suica chong,住宅,hl_living,,0,aW7sit66V3F2kBm6chG5b4A3uPUxBSd-UHvSZkADnFo
1,2024/01/21,物販,-646,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,9V4rl3_lkEu2VAgrurnZAbuRIjtG4zBjj-cdMPGao2Q
0,2024/01/21,カード モバイル,5000,モバイルSuica (モバイルSuica ID),未分類,未分類,,1,eiW25RGpKK0KeGkWMHoO93tf8dTmA-Oq_PG0pK7o1nM
1,2024/01/20,ペイペイ*イナゲヤ,-9882,エポスカード,食費,hl_foods,,0,XwAkfBGlWk03k8QmkWqBjtZbaKv9E7NBB33JB2Y5gjA
1,2024/01/20,ペイペイ*ガスト,-3000,エポスカード,食費,hl_foods,,0,cSb94kLcXBmfr6hf31pG9FnibMMeCDPqj_yNf3lkC1U
0,2024/01/20,AMAZON.CO.JP,-3643,三井住友カード,食費,その他食費,,1,tfbfzwkrd5zGXAWB_75_c-Hb7mGviEOG9qvxkJGMqUo
0,2024/01/20,AMAZON.CO.JP,-3545,三井住友カード,食費,その他食費,,1,XD1NuzguTvFMjTxs4fVstBowcwt6YzJNBmlPedb9lbw
0,2024/01/20,AMAZON.CO.JP,-3999,三井住友カード,食費,その他食費,,1,nD6pIBX5iwYAL5t9qBDLafTOPA43iejcHbrafWMZhnQ
0,2024/01/20,AMAZON.CO.JP,-999,三井住友カード,食費,その他食費,,1,bvwU-x1Uou78E3hDFnMeux2pgWit7u2Pj-8QiRO7ysw
1,2024/01/20,OGK KABUTO(オージーケーカブト) 自転車 ヘルメット 子ども用 FR-KIDS スターホワイト 幼児・児童用(頭囲:50~54cm未満) SG認証 販売: アマゾンジャパン合同会社,-3545,Amazon.co.jp,日用品,hl_shop,"",0,ek3kJBUUsscSvnwOQeVhnnOKedd4_tLiMw5qqxyvPM0
1,2024/01/20,WYSWYG 1200ピース 主流なブランドのブロックと完全互換 クラシックビルディングブロック おもちゃ 基本ブロック 10色 14形状6歳以上適用 販売: WYSWYG JP (メーカー直営店 30日保証付),-3999,Amazon.co.jp,日用品,hl_shop,"",0,Z82qCGYYUb-TSo4_gEeJs3enA-0XtQfziSWjCcu8hkg
1,2024/01/20,"スクイーズ玩具 (数字1~100)プッシュポップ 知育おもちゃ そわそわ 自閉症の緩和 ボードゲーム プッシュポップバブル ストレス解消グッズ 減圧おもちゃ 洗える可能 子供大人兼用 誕生日 プレゼント 販売: Fuushspoy,商願2019-018689",-999,Amazon.co.jp,日用品,hl_shop,,0,kUDBacHfPHP4qBM6tKzMzJDbr3wW5Mb-u7z7t1ms6xs
1,2024/01/20,メリッサ&ダグ(Melissa&Doug) 木製おもちゃ アルファベットボードパズル 幼児向け 英語 正規品 2940 販売: アマゾンジャパン合同会社,-3643,Amazon.co.jp,日用品,hl_shop,"",0,qVPqkIQ717078ErUQJS1ig5EHD18LAZCy5_cZK_sWig
1,2024/01/20,入 川崎 出 日暮里,-406,suica chong,住宅,hl_living,,0,GASjgyH2gFHdvqz7GX__OYie6WbfQRKFLEjl6zDCRqI
1,2024/01/20,入 日暮里 出 川崎,-406,suica chong,住宅,hl_living,,0,mLaEgC-gk9e4RLqg_qnhiv5GptSJHqASH6LNOw6DDUE
1,2024/01/19,給料振込 カ)デンツウデジタル,200614,Smbc,収入,給与,,0,_MT4fHCjhxYjt5Ft6St89RGAt9B0pKdK8Ai-TntK6wY
1,2024/01/19,東京都水道局(継続),-3902,エポスカード,住宅,hl_living,,0,USYKKQjO-tDat5L3C6QD89BueuZIXTSny2ohQRqDQWQ
0,2024/01/19,AMAZON.CO.JP,-936,三井住友カード,食費,その他食費,,1,PFFdQc-fKXG_2Sh0IBVWnOPeHazS9J2PewY8Y4DKGbI
0,2024/01/19,AMAZON.CO.JP,-6080,三井住友カード,食費,その他食費,,1,WkuOpDQYFngryGFhP8_0tSlpVTKW8fIdmSE77rm04W8
0,2024/01/19,AMAZON.CO.JP,-1980,三井住友カード,食費,その他食費,,1,ikPkImaflOazCslgFabW3gLJddrwjH2f8DM0uZAMWw4
0,2024/01/19,AMAZON.CO.JP,-3436,三井住友カード,食費,その他食費,,1,Xzge5MB6fYqLiRA79TygCK6BTergIoAU9DJ3T7D33c0
0,2024/01/19,AMAZON.CO.JP,-851,三井住友カード,食費,その他食費,,1,4dFS_EUMwiFZQZ-nhvPOJcrca0M_KHdYEEzyY9VG_AE
0,2024/01/19,AMAZON.CO.JP,-1850,三井住友カード,食費,その他食費,,1,KQyzDfKrQfyT728Y37i12WipVKWM_Rvmf6_hNiq4NMY
0,2024/01/19,AMAZON.CO.JP,-1045,三井住友カード,食費,その他食費,,1,5cjT7UMdCs3tNjF0Ye2B9D1osPQXkuN4XBsoYarfcuY
0,2024/01/19,AMAZON.CO.JP,-3780,三井住友カード,食費,その他食費,,1,O33hw0euIkvXaM_vHkPvqoPw0Zdszz4W7-DSmHqK8ok
0,2024/01/19,AMAZON.CO.JP,-870,三井住友カード,食費,その他食費,,1,d_epEQMb7yUJvUA5dzo3d6gEpgf5upMormhhHWD_hu4
1,2024/01/19,メルカリ,-6500,エポスカード,日用品,hl_shop,くもん　うたの絵本cd,0,3RBfZ4uDiyjAKp_pUn4y0HARXXWHLb_PYcSkkCqlyQI
1,2024/01/19,マテルゲーム(Mattel Game) ブロックストライゴン 【知育ゲーム】【ボードゲーム】R1985 販売: アマゾンジャパン合同会社,-3436,Amazon.co.jp,日用品,hl_shop,,0,zYgmDPo_DIbA-Fbih6EKTwOKdyu5CFPlTo0-xD9EcHc
1,2024/01/19,【第2類医薬品】パブロンキッズかぜシロップ 120mL ×2 販売: 通販できるみんなのお薬,-1850,Amazon.co.jp,衣服・美容,hl_beahea,"",0,rI85PTaUGo9ZUdH-VF_P4UVUld-wEyrlCX-b0yccWUE
1,2024/01/19,くもん出版 いっしょに歌おう! くもんの英語うたマイク 知育玩具 英語学習 音楽 おもちゃ 1.5歳以上 KUMON 販売: アマゾンジャパン合同会社,-2691,Amazon.co.jp,日用品,hl_shop,,0,iqL6cubgvbhvT2ymMCm1rvGQXghXx6u-BpCaVhtoRjU
1,2024/01/19,くもん出版 磁石あいうえお盤 知育玩具 おもちゃ 1.5歳以上 KUMON 販売: アマゾンジャパン合同会社,-3709,Amazon.co.jp,日用品,hl_shop,,0,mfjRpGfRujD5kX_7GoGm-A66t-CGY6Jb1CMrSVHby9A
1,2024/01/19,グミサプリキッズ(KIDS) UHAグミサプリキッズ カルシウム・鉄 パイナップル・マンゴー味アソート スタンドパウチ 20日分100粒 販売: アマゾンジャパン合同会社,-851,Amazon.co.jp,日用品,hl_shop,"",0,Eu400v3QtCYDKINNehYUpClDYxmhcijOprlTTTL6fMs
