計算対象,日付,内容,金額（円）,保有金融機関,大項目,中項目,メモ,振替,ID
1,2022/09/11,和光堂 栄養マルシェ 鮭とほうれん草の雑炊弁当 80g 2個  Amazonフレッシュ,-245,Amazon.co.jp,食費,hl_foods,,0,94tcrmyl-WEMSdcK0N7AkA
1,2022/09/11,ノチオラタ オーガニック ヘーゼルナッツチョコレートスプレッド ビター(ビーガン) 270g 有機ヘーゼルナッツ�  Amazonフレッシュ,-909,Amazon.co.jp,食費,hl_foods,,0,ZkJUV-dvAAJZgZuABY1XBw
1,2022/09/11,BIGサイズの栄養マルシェ おでかけカレー&ハンバーグランチ  Amazonフレッシュ,-275,Amazon.co.jp,食費,hl_foods,,0,ONyIRgNk1t9P7fXDxvShGw
1,2022/09/11,キユーピー にんじんとりんごのフルーツジュレ 70g 【12ヵ月頃から】  Amazonフレッシュ,-135,Amazon.co.jp,食費,hl_foods,,0,b1GKYXtU79zy0uVCXHXw_A
1,2022/09/11,調整額,-311,Amazon.co.jp,日用品,hl_shop,,0,baNUBl4KJ-aAUWPBDCykNw
1,2022/09/11,コクヨ 収納ボックス NEOS Mサイズ ホワイト A4-NEMB-W (547円 * 2点) 販売: アマゾンジャパン合同会社,-1094,Amazon.co.jp,日用品,hl_shop,,0,nkGj9nGtbpZEtWUspnQQEA
1,2022/09/11,【パンツ Mサイズ】パンパース オムツ さらさらケア (6~12kg) 58枚 (1180円 * 2点) 販売: アマゾンジャパン合同会社,-2360,Amazon.co.jp,日用品,hl_shop,,0,LS5P9w3N6vdp3T-bM-NigQ
1,2022/09/11,Anker PowerPort III Nano 20W (PD 充電器 20W USB-C 超小型急速充電器)【PSE技術基準適合 / PowerIQ 3.0 (Gen2)搭載】 iPhone 13 / 13 Pro iPad Air(第4世代) Android その他 各種機器対応 (ホワイト) 販売: AnkerDirect,-1780,Amazon.co.jp,日用品,hl_shop,,0,W052XuxczY5sP0DQfofWaQ
1,2022/09/11,Anker PowerLine III Flow USB-C & USB-C ケーブル Anker絡まないケーブル USB PD対応 シリコン素材採用100W Galaxy iPad Pro MacBook Pro/Air 各種対応 (0.9m クラウドホワイト) 販売: AnkerDirect,-1790,Amazon.co.jp,日用品,hl_shop,,0,Hw5LvKPwuxqZhTgPcSLWWg
1,2022/09/11,使い捨て エプロン お食事エプロン 携帯用 よだれ掛け ビブ 離乳食 防水加工 3重防水 お出かけ おしゃれ 出産祝い 60枚入り 可愛い アイコン 販売: Poksun-JP,-1499,Amazon.co.jp,日用品,hl_shop,,0,Rbv-3oc94URkzx9lRjKyrQ
1,2022/09/11,ホワイトニング ブリリアントモア ダブル ナチュラルペパーミント(90g) 3本【Brilliant more w】歯科専売品 ホワイトニング 販売: オーラル&ビューティー Logi-co.,-2609,Amazon.co.jp,日用品,hl_shop,,0,RR2beHKLpqh8UF5b0sdOAg
0,2022/09/10,AP/モバイルスイカ(アツプルヴイ),-3000,エポスカード,現金・カード,電子マネー,,1,FGP99TP4ZQjP8NQY7cZKcw
1,2022/09/10,ペイペイ*ココイチバンヤ,-1794,エポスカード,食費,hl_foods,,0,6SADvSYRwfIL2PD1MpcXeA
1,2022/09/10,入 KS空港2 出 京成日暮,-1257,suica chong,住宅,hl_living,"",0,1B5GYka-lkwIrNNU9LqzXg
1,2022/09/10,物販,-444,suica chong,食費,hl_foods,,0,9ZtxEVG__LNXq_9kJ0KstQ
0,2022/09/10,カード モバイル,3000,suica chong,未分類,未分類,,1,XBU6Gewx7ILhPsb_voXT5A
1,2022/09/09,UBER *PASS HELP.UBER.COM,-498,エポスカード,住宅,hl_living,"",0,RjsJ1-YDWfRPY1Ay9H-LrA
0,2022/09/09,AP/モバイルスイカ(アツプルヴイ),-3000,エポスカード,現金・カード,電子マネー,,1,7j6qSSG8DbCG3YDxC9O5DA
1,2022/09/09,UBER *EATS HELP.UBER.COM,-2066,エポスカード,食費,hl_foods,"",0,PS370NNkEuRjYtL_rvhtyw
0,2022/09/09,AMAZON.CO.JP,-326,三井住友カード,日用品,その他日用品,,1,Bbiib0hIEgC8HLfJus6_Dw
1,2022/09/09,AmazonPay提携サイト,-20000,三井住友カード,日用品,hl_shop,?????,0,Q1AsO9u0GG55G9ME5lsp2w
1,2022/09/09,入 京成町屋 出 京成日暮,-136,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,5ZImceZVlSP90JF_KF6h7A
1,2022/09/09,入 京成日暮 出 京成町屋,-136,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,M617nXFPa45LGoonKq_JsQ
1,2022/09/09,物販,-880,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,Ln_NiEgR9lYmPsqhOsroaQ
0,2022/09/09,カード モバイル,3000,モバイルSuica (モバイルSuica ID),未分類,未分類,,1,MGdKcRU3-vVDwVnvuwonHA
1,2022/09/09,物販,-290,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,b5vbo77_G8lUvPgXbWMFwQ
1,2022/09/09,らくハピ いれるだけバブルーン トイレボウル トイレの洗浄剤 [160g]トイレ掃除 泡 大掃除 (アース製薬) 販売: アマゾンジャパン合同会社,-362,Amazon.co.jp,日用品,hl_shop,,0,Pd6m5-aGXpad7Q4zTrgKMw
1,2022/09/09,割引,36,Amazon.co.jp,収入,ポイント,,0,1U3pTUfp0iGm6L5Lru2cKQ
1,2022/09/08,ペイペイ*セブンイレブン,-838,エポスカード,食費,hl_foods,,0,KjuwPkBvuw3cKBYnZFkfOQ
1,2022/09/08,ペイペイ*ダイソー,-4838,エポスカード,日用品,hl_shop,,0,VIS1GwnfZ69QMYp9Nk3T3Q
0,2022/09/08,AMAZON.CO.JP,-796,三井住友カード,日用品,その他日用品,,1,GBADWaFmdGklswkkoAJRdA
0,2022/09/08,AMAZON.CO.JP,-914,三井住友カード,日用品,その他日用品,,1,g3j-thHxbPc1FvXQhTx23A
1,2022/09/08,入 南千住 出 日暮里,-157,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,4BKOHEcj3hqXJ6RwGkJgXA
1,2022/09/08,入 日暮里 出 南千住,-157,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,YgwAVqyVykt7zDnbVfWe6g
1,2022/09/08,物販,-930,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,CwjNicQZMlDXrigQ9w8hzw
1,2022/09/08,物販,-1180,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,6fMtX_KOBUMoVzkawkOzNA
1,2022/09/08,物販,-240,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,yxsVREzp8JkfmJYnP3uJdg
1,2022/09/08,J.K.T 洗濯ネット ランドリーネット 布団用 特大 細かい綱目 洗濯機 洗濯 布団 カバー 毛布 カーテン 大物用 ネット 損傷を防ぐ 丈夫 角型 大判 サイズ 90×110cm 家用 収納 1枚入り 販売: J.K.T「メーカー直営店」,-999,Amazon.co.jp,日用品,hl_shop,,0,ZpjUPS25C51GN4ltDB0jDw
1,2022/09/08,Amazonポイント,85,Amazon.co.jp,収入,ポイント,,0,V2yWcEfGrR6EgfsLtKigkQ
1,2022/09/08,アリエール 液体 ダニよけプラス 洗濯洗剤 詰め替え 超特大 1.36kg 販売: アマゾンジャパン合同会社,-885,Amazon.co.jp,日用品,hl_shop,,0,Fqq8eu3ZFHo22OeYi2yFEw
1,2022/09/08,割引,89,Amazon.co.jp,収入,ポイント,,0,IqsXXrXosJq19n8hsjkfcQ
0,2022/09/07,AP/モバイルスイカ(アツプルヴイ),-3000,エポスカード,現金・カード,電子マネー,,1,k-y-_RDXmO--8bmxezUjig
1,2022/09/07,ペイペイ*セブンイレブン,-942,エポスカード,食費,hl_foods,,0,qKD3kEgTX4fAQ0nntZTzFA
0,2022/09/07,カード モバイル,3000,モバイルSuica (モバイルSuica ID),未分類,未分類,,1,t784uC2UQRP2DPbB-HL_VA
1,2022/09/07,物販,-336,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,ab2ahxaENLHiW9-zWSs-Sg
1,2022/09/06,UBER *EATS HELP.UBER.COM,-1969,エポスカード,食費,hl_foods,"",0,s01GfvOcay_IRTl6whqShQ
1,2022/09/06,ソニ-ネツトワ-クコミユニケ-シヨンズ,-2750,エポスカード,住宅,hl_living,,0,gL_M934yGnREvWFtxhNKVw
1,2022/09/06,メルカリ,-300,エポスカード,日用品,hl_shop,,0,ooKyj9Sto50v3XnwE-08GQ
1,2022/09/06,メルカリ,-380,エポスカード,日用品,hl_shop,,0,sQqudeAy_4HbozmkLY1J4g
0,2022/09/06,AMAZON.CO.JP,-609,三井住友カード,日用品,その他日用品,,1,ze6QkZTAnhO_HqZ-sIgeOQ
1,2022/09/06,物販,-650,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,TuV-Xr9vPaCkfadPY2DuIg
1,2022/09/06,物販,-56,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,IxNTlxgWpDWU6V5xXQ1-RA
1,2022/09/06,AJINOMOTO さらさらキャノーラ油 1350g 販売: アマゾンジャパン合同会社,-677,Amazon.co.jp,食費,hl_foods,,0,YFJD-_Fx1y-pG6w21eW0dA
1,2022/09/06,割引,68,Amazon.co.jp,収入,ポイント,,0,CcBtsDJy4y4NSvkEZPtHow
0,2022/09/05,AP/モバイルスイカ(アツプルヴイ),-3000,エポスカード,現金・カード,電子マネー,,1,fN4veZwBuS52AFQXGVRjQw
1,2022/09/05,UBER *EATS HELP.UBER.COM,-1604,エポスカード,食費,hl_foods,"",0,xm8Yqkh03hprt7M_0yzaIA
0,2022/09/05,AMAZON.CO.JP,-337,三井住友カード,日用品,その他日用品,,1,y-G2BqJLYQnxpLcWhU55ig
1,2022/09/05,入 水道橋 出 日暮里,-157,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,kN62vuSvi_KwwbsDvyqqCA
1,2022/09/05,物販,-1382,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,9uupRD_5CpKBH3POdRZnRQ
1,2022/09/05,物販,-168,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,Taeas8JfPtJNRS-UM_31jw
1,2022/09/05,入 日暮里 出 水道橋,-157,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,L1XMXsNRY8azO4_T7n95Eg
1,2022/09/05,物販,-495,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,J6uKQQ3UWxryTA56KZmHdg
0,2022/09/05,カード モバイル,3000,モバイルSuica (モバイルSuica ID),未分類,未分類,,1,k8x594ZDopw5bXNVpAExsg
1,2022/09/05,【まとめ買い】キレイキレイ 除菌ウェットシート アルコールタイプ 10枚×10個パック 販売: アマゾンジャパン合同会社,-1162,Amazon.co.jp,日用品,hl_shop,,0,HOZSxZeKPjvZFCcwsRvlvA
1,2022/09/05,Amazonポイント,825,Amazon.co.jp,収入,ポイント,,0,vXBHjaTsFV2xoHPW24C6Hw
1,2022/09/04,ペイペイ*イナゲヤ,-4272,エポスカード,食費,hl_foods,"",0,vtp_3D-gehf8AtpJg1FbMQ
1,2022/09/04,UBER *EATS,-2387,エポスカード,食費,hl_foods,"",0,ZgmRIFqu60X4AyA3J2eWXg
1,2022/09/04,入 上野 出 日暮里,-136,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,eVo-5V-HTe4MX7jsFa64Jw
1,2022/09/04,物販,-2870,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,aYW4FOZwpZcecEwgdDkw2Q
1,2022/09/04,入 日暮里 出 上野,-136,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,3RgNf_jDfUJgq_vT5Kp1Lg
1,2022/09/04,【2022年改良版】Kanavi 爪やすり 爪磨き ガラス製 ピカピカ 最新ナノ技術が生んだ全く新しい ネイルケア ネイルシャイナ― つめみがき つめ や すり 人気 ランキング ツメ磨き 介護 子供 つめ お手入れ (2個セット-爪やすり) 販売: Kanavi -メーカー直営店,-999,Amazon.co.jp,日用品,hl_shop,,0,c56zC_eSpi3cDvGHZoMHRQ
1,2022/09/04,Amazonポイント,999,Amazon.co.jp,収入,ポイント,,0,6YBGlsHO1-3MvseAFORD4w
1,2022/09/04,OPI(オーピーアイ) ネイルエンビー NT223 ピンク トゥ エンビー 販売: アマゾンジャパン合同会社,-4290,Amazon.co.jp,日用品,hl_shop,,0,EIdEM9pueBDM36YG6YvBHA
1,2022/09/04,割引,429,Amazon.co.jp,収入,ポイント,,0,SeD5-85qJLjV3YM1ZQr08w
1,2022/09/04,Amazonポイント,3861,Amazon.co.jp,収入,ポイント,,0,K9_DVZ711uxRvzfkjum2SQ
1,2022/09/03,ペイペイ*アカチャンホンポ,-13777,エポスカード,食費,hl_foods,"",0,-NhhqG_m91ZPGGlO60-e6g
1,2022/09/03,メルカリ,-737,エポスカード,日用品,hl_shop,,0,yFPinKt7dwHq_P40_rpoyg
0,2022/09/03,AMAZON.CO.JP,-1684,三井住友カード,日用品,その他日用品,,1,O5baqP3WhrpudVcaVG9-LQ
0,2022/09/03,AMAZON.CO.JP,-1265,三井住友カード,日用品,その他日用品,,1,Ax9NI3OxRMH0TMlArZ25Tw
1,2022/09/03,東京電力,-18829,エポスカード,住宅,hl_living,,0,ic2ct-qFeDUNEq-hzy3sMA
1,2022/09/03,入 錦糸町 出 日暮里,-168,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,3OfnpJU0wTdNC5f8zaqAtw
1,2022/09/03,物販,-373,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,W0yxqUbG-bX2bBkx9C_ZFw
1,2022/09/03,バス等 都電都B,-210,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,9vyVkaCqcuypzOmcmepRZg
1,2022/09/03,ピジョン 【3Lサイズ 2個入】 母乳実感 乳首 (シリコーンゴム製) 1歳半~ スリーカット 販売: DAMショップ東海本店【当日便可能】【返金保証】,-1265,Amazon.co.jp,日用品,hl_shop,,0,F42pQs_xZ4QrAsA1aR2DCQ
1,2022/09/03,ピルボックスジャパン ふわとろ茶碗蒸し (1箱(2食分×10袋入り)) 販売: myフォレスト,-1684,Amazon.co.jp,日用品,hl_shop,,0,czsafxQpEKZPV7i1uoW7_Q
1,2022/09/03,【第3類医薬品】マキロンかゆみどめパッチP 48枚 ※セルフメディケーション税制対象商品 販売: アマゾンジャパン合同会社,-495,Amazon.co.jp,衣服・美容,hl_beahea,"",0,nyAkvY90h1Uj1BqX5Ui9YA
1,2022/09/03,Amazonポイント,495,Amazon.co.jp,収入,ポイント,,0,PGpyTWMDWUX2alr_LUd1Xg
1,2022/09/03,ふきん マイクロファイバー布巾 強力吸水 速乾 雑巾 食器 拭きガラス 窓鏡 キッチンタオル 台拭き 掃除用品 ワッフル調【5枚 30*30cm】 販売: 上山良品,-1597,Amazon.co.jp,日用品,hl_shop,,0,rjMbVXDxr3UPUSDb32lJUg
1,2022/09/02,UBER *EATS HELP.UBER.COM,-2783,エポスカード,食費,hl_foods,"",0,uRnJSARj-_w2S7lKZtvzuA
0,2022/09/02,AMAZON.CO.JP,-1345,三井住友カード,日用品,その他日用品,,1,Vwv_YNmrDOj6dqCiKLYlnA
1,2022/09/02,ローンご返済,-159971,Smbc,住宅,hl_living,,0,M3GRwekeI-8oggwtjm2fwg
1,2022/09/02,ローンご返済,-54250,Smbc,住宅,hl_living,,0,ILolGwt2TOESK4eRfJ9Mrg
1,2022/09/02,入 千住大橋 出 京成日暮,-157,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,Zny-zkFKMO8m8O8TXTMGdw
1,2022/09/02,入 京成日暮 出 千住大橋,-157,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,81m05o2Olih4zUfZ0VuHnQ
1,2022/09/02,物販,-361,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,FEpLwpLWn60c5x1eCuqLow
1,2022/09/02,はごろも パパッとライス超やんわかごはんこしひかり200g (7560)×24個 販売: アマゾンジャパン合同会社,-3759,Amazon.co.jp,食費,hl_foods,,0,XxRjB_8Pr2-YgnptqL3M9Q
1,2022/09/02,割引,376,Amazon.co.jp,収入,ポイント,,0,nZTRDYoyFfmbHnSvYGld_w
1,2022/09/02,Amazonポイント,2038,Amazon.co.jp,収入,ポイント,,0,u0_mPtvW-t43MB5NJxus6A
1,2022/09/02,虫くるりん シールタイプ お徳用 60枚入 販売: UUPLAN・送料追加なしまとめ買い歓迎、商品コンディション説明をご一読下さいませ。,-540,Amazon.co.jp,日用品,hl_shop,,0,XmVH4mIrqakNkSVXQT8RZA
1,2022/09/02,配送料・手数料,-120,Amazon.co.jp,日用品,hl_shop,,0,fzfMvPPyeRWlnikFyjR_nQ
1,2022/09/02,Amazonポイント,660,Amazon.co.jp,収入,ポイント,,0,kZSR8rvKLKXnRihNcYTrjw
1,2022/09/02,山崎実業(Yamazaki) スリム スリーウェイ 水切り ワイヤーバスケット 2段 ホワイト 約W57.5XD16XH33.5cm タワー 置き場所を選ばない スリム設計 5070 販売: 住まコレ,-7920,Amazon.co.jp,日用品,hl_shop,,0,QZtvJwOyZtQgJVgWFgiySA
1,2022/09/02,Amazonポイント,9517,Amazon.co.jp,収入,ポイント,,0,3OaElS7Rl0WC8B3P7NzoHA
1,2022/09/02,まめいた ブラシ ホワイト 約24.7×1.5×0.6cm ストロー ブラシ クリーナー ロングタイプ 極細ナイロン 自由に曲がる 日本製 KB-821 販売: アマゾンジャパン合同会社,-191,Amazon.co.jp,日用品,hl_shop,,0,g4Vi15ppNxcGhyela2-Upw
1,2022/09/02,サンベルム(Sanbelm) シンク洗いタワシ ブラック K52412 販売: アマゾンジャパン合同会社,-334,Amazon.co.jp,日用品,hl_shop,,0,hJY9bbY4xnnEExKQsEfPJA
1,2022/09/02,Amazonポイント,525,Amazon.co.jp,収入,ポイント,,0,b4B0HzhVfsx9xhA_y_A9Cw
1,2022/09/01,ユニクロオンライン(ユニクロペイ),-500,エポスカード,日用品,hl_shop,"",0,wxc4BUaK0GVotPQ9FdqiVQ
1,2022/09/01,ユニクロオンライン(ユニクロペイ),-8160,エポスカード,日用品,hl_shop,"",0,XqkkWCElYMM-tODLkQJlyw
1,2022/09/01,ユニクロ ジ-ユ- プラステオンライ,-2570,エポスカード,日用品,hl_shop,"",0,tVMIBPG-xz7_K8_piaKlpg
0,2022/09/01,AP/モバイルスイカ(アツプルヴイ),-3000,エポスカード,現金・カード,電子マネー,,1,uA_YqTDXD1EgZuIxse_yFw
1,2022/09/01,入 御徒町 出 日暮里,-136,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,MJXYC_noS3Gs1AE49FSMwQ
1,2022/09/01,物販,-660,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,zS1MWqAYvUYiEaHJgwMOwQ
0,2022/09/01,カード モバイル,3000,モバイルSuica (モバイルSuica ID),未分類,未分類,,1,gu0Uzi5O2y8IEwYA1YK1ZQ
1,2022/09/01,物販,-200,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,PEcVw9kBhfA6Z_VyBvFQ4g
1,2022/09/01,入 日暮里 出 御徒町,-136,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,xYj1fH18HgRTECHWmWlKyg
1,2022/09/01,物販,-550,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,s3SifrtmBAC_BQDVevDxjw
1,2022/08/31,UBER *EATS HELP.UBER.COM,-1375,エポスカード,食費,hl_foods,"",0,2PcgL482yuS4ePSo9AZ8_A
1,2022/08/31,UBER *EATS,-2618,エポスカード,食費,hl_foods,"",0,JssnjA8TVNjBSXIA6T3FTg
0,2022/08/31,AP/モバイルスイカ(アツプルヴイ),-3000,エポスカード,現金・カード,電子マネー,,1,D9Z5yx8B9iqcQ3JFPYiNkA
1,2022/08/31,AMAZON.CO.JP (返品),4046,三井住友カード,収入,返金,,0,P6lE466RVZtaOkVwElye-w
1,2022/08/31,タイムズカー,-880,エポスカード,住宅,hl_living,,0,xvAJ0zkTvOSH-v_DzV2HxA
1,2022/08/31,物販,-1005,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,JHsmjHbIEiGNmxdrCjp1aQ
0,2022/08/31,カード モバイル,3000,モバイルSuica (モバイルSuica ID),未分類,未分類,,1,eQlSgnDQ9iATFX1-8Iz_nA
1,2022/08/31,入 新橋 出 日暮里,-168,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,E3wj5XBoE6kXHU9JE2T6tw
1,2022/08/31,入 青海 出 ゆ 新橋,-388,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,JdocxMEUA_f8tRZJ6pm0lw
1,2022/08/31,入 ゆ 新橋 出 青海,-388,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,p7hy26LPPqNat6i13Me5aA
1,2022/08/31,入 日暮里 出 新橋,-168,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,y64s-H6jzIc3U5C6Rlwatg
1,2022/08/31,物販,-303,モバイルSuica (モバイルSuica ID),食費,hl_foods,"",0,WnjG5EZo9VHNx-LO2BvP4g
1,2022/08/30,UBER *EATS HELP.UBER.COM,-2343,エポスカード,食費,hl_foods,"",0,5NMbNie3jLpc45EOg-8WgA
1,2022/08/30,UBER *EATS,-2057,エポスカード,食費,hl_foods,"",0,aM1l99V63YAayAhwSDzS-A
1,2022/08/30,イ-ホン,-141,エポスカード,食費,hl_foods,"",0,Rf29SQ5NWIvuSEStZ2vOgQ
1,2022/08/30,メルカリ,-600,エポスカード,日用品,hl_shop,,0,MKYrB_gLHALaqtzBb-joWQ
1,2022/08/30,メルカリ,-1600,エポスカード,日用品,hl_shop,,0,_onuiA_8sYax1jaCjNMXYA
1,2022/08/30,メルカリ,-500,エポスカード,日用品,hl_shop,,0,Bq9EwmHkozOgqIVeL3EKiQ
0,2022/08/30,AMAZON.CO.JP,-2922,三井住友カード,日用品,その他日用品,,1,YlrSpLY6W_ekYWVGZ4_k0w
0,2022/08/30,AMAZON.CO.JP,-422,三井住友カード,日用品,その他日用品,,1,mgLdJwHTDsrIw7rX7XL0GQ
1,2022/08/30,AMAZON.CO.JP (返品),1221,三井住友カード,収入,返金,,0,gMNwaIBjsqXAYLSihPyZtg
1,2022/08/30,AMAZON.CO.JP (返品),1332,三井住友カード,収入,返金,,0,JwilLvu5O2Lw8lbX9wHrBA
0,2022/08/30,AMAZON.CO.JP,-2260,三井住友カード,日用品,その他日用品,,1,qF_BM9uXciMvg88bMkIvYA
0,2022/08/30,AMAZON.CO.JP,-3560,三井住友カード,日用品,その他日用品,,1,r_KbobtI8iUposDMiXthqw
0,2022/08/30,AMAZON.CO.JP,-7655,三井住友カード,日用品,その他日用品,,1,BseaJ-bBCwnTpRNu_Vu8NA
1,2022/08/30,"ベビーソックス 滑り止め付き 子供靴下 かわいい 快適 0-8歳 9cm-18cm ルームソックス キッズ 赤ちゃん カラーバリエーション (タイプ2セット#J, M) 販売: WuTu",-1460,Amazon.co.jp,日用品,hl_shop,,0,5tSlVjZhmzVrzs1ZsDnkjA
1,2022/08/30,山崎実業 マグネット布巾ハンガー プレート ホワイト 2406 販売: アマゾンジャパン合同会社,-1373,Amazon.co.jp,日用品,hl_shop,,0,F_E8RHqxC31yHeYAPgpiSQ
1,2022/08/30,山崎実業 マグネットキーフック&トレイ スマート ホワイト 2754 販売: アマゾンジャパン合同会社,-1336,Amazon.co.jp,日用品,hl_shop,,0,IkScHGUgtren4XfghyZb3A
1,2022/08/30,b.box(ビーボックス) ストローマグ 漏れない どんな角度からでも飲める 出産祝い 【b.box正規品】 【ディズニーシッピーカップ】 バンビ 販売: weskiii Inc.,-2420,Amazon.co.jp,日用品,hl_shop,,0,4281-N2wHGWysKjWapTWmw
1,2022/08/30,山崎実業(Yamazaki) マグネット バスルーム フック 2個組 ホワイト 約W5XD3.5XH5cm ミスト 浴室収納 フック 省スペース4235 販売: アマゾンジャパン合同会社,-1066,Amazon.co.jp,日用品,hl_shop,,0,iNT-HGWPcC0-cT_xTQAEtA
1,2022/08/30,岩崎工業 岩崎 冷水筒 フェローズ ハンディプッシュ 2L K-291WS 販売: アマゾンジャパン合同会社,-422,Amazon.co.jp,日用品,hl_shop,,0,2WMAu_sbqKPZndckK-gUSA
1,2022/08/30,エレコム 電源タップ 配線しやすい180°スイングプラグ 3個口 2m ホワイト T-S02-2320WH 販売: アマゾンジャパン合同会社,-748,Amazon.co.jp,日用品,hl_shop,,0,J95jXmXHYrZlmg_IEf8Ilw
1,2022/08/30,【まとめ買い】 ファブリーズ 消臭芳香剤 W消臭 玄関用 フレンチ・リネン&ジャスミン 7mL × 4個 (2個セット×2) 販売: アマゾンジャパン合同会社,-1410,Amazon.co.jp,食費,hl_foods,,0,vx6uvhfZwZMU-XcONYavDA
1,2022/08/30,3M コマンド フック キレイにはがせる 両面テープ コード用 クリア Sサイズ 20個 CMG-S-CL20 販売: アマゾンジャパン合同会社,-849,Amazon.co.jp,日用品,hl_shop,,0,rUJZVjyX5-GPRAQUszYsBQ
1,2022/08/30,割引,85,Amazon.co.jp,収入,ポイント,,0,gwvj7CinU8UcUPuqr-RTDA
1,2022/08/30,バルサン 虫こないもん 吊り下げ 虫よけ効果270日 屋外用 ( ふくろう ) 虫除け成分ワイド拡散メッシュ構造 販売: アマゾンジャパン合同会社,-570,Amazon.co.jp,日用品,hl_shop,,0,w3tt4DylozY7JGFLOMD1Hg
1,2022/08/30,Anker Magnetic Cable Holder マグネット式 ケーブルホルダー ライトニングケーブル USB-C ケーブル Micro USB ケーブル 他対応 (ホワイト) 販売: AnkerDirect,-1690,Amazon.co.jp,日用品,hl_shop,,0,2ZnY1d45Am9ZhA7QKnhpug
1,2022/08/30,今治タオル ブランド認定 ハリネズミ柄 バスタオル 2枚組 60x120cm (ピンク2枚) 販売: IMAMURA,-3560,Amazon.co.jp,日用品,hl_shop,,0,OCoCjyg4jqUkjyN0up-lNw
0,2022/08/29,AP/モバイルスイカ(アツプルヴイ),-5000,エポスカード,現金・カード,電子マネー,,1,GVkfxFS-XDbFKGKzPv-IGA
1,2022/08/29,メルカリ,-1105,エポスカード,日用品,hl_shop,,0,e9UBbARdeVxPWy5wgTVKuA
1,2022/08/29,メルカリ,-1000,エポスカード,日用品,hl_shop,,0,EAtuUj6WlfkwAc-ABMaSmg
0,2022/08/29,AMAZON.CO.JP,-586,三井住友カード,日用品,その他日用品,,1,hf1DOMjgTJhZUNRiATTiZg
0,2022/08/29,AMAZON.CO.JP,-314,三井住友カード,日用品,その他日用品,,1,v3G9gMg-js3Olqm2WdXwqg
0,2022/08/29,AMAZON.CO.JP,-379,三井住友カード,日用品,その他日用品,,1,u9JiDBJNcGC5ucenFBX4yA
0,2022/08/29,AMAZON.CO.JP,-32027,三井住友カード,日用品,その他日用品,,1,CVIBKP9tcURP_0z2YLnOYg
0,2022/08/29,AMAZON.CO.JP,-343,三井住友カード,日用品,その他日用品,,1,tTsPunD8BRMZ0QUHvTgGiA
0,2022/08/29,AMAZON.CO.JP,-586,三井住友カード,日用品,その他日用品,,1,NtgmNnBAgSNEkD0w-krwGQ
0,2022/08/29,AMAZON.CO.JP,-1593,三井住友カード,日用品,その他日用品,,1,SSVUBt4qKFdAYzS7C2qBSg
0,2022/08/29,AMAZON.CO.JP,-1110,三井住友カード,日用品,その他日用品,,1,55GuH4lyfApVgTymtECKwg
0,2022/08/29,AMAZON.CO.JP,-1690,三井住友カード,日用品,その他日用品,,1,6SNrE_4K0x8dXBcriQqK-g
0,2022/08/29,AMAZON.CO.JP,-879,三井住友カード,日用品,その他日用品,,1,d1NBsfuwAtywOTZ3LzCxWw
1,2022/08/29,口座振替4 AP(GTNMOBILE,-1873,三菱UFJ銀行,住宅,hl_living,,0,i_YYteC8AgFQ_VmGGXnieg
