計算対象,日付,内容,金額（円）,保有金融機関,大項目,中項目,メモ,振替,ID
1,2023/01/30,上野マルイ,0,エポスカード,日用品,hl_shop,,0,i_J2OE9ZeYKxotGabwyIig
1,2023/01/30,EP/マルマンストア 日暮里店,0,エポスカード,食費,hl_foods,"",0,ED4_-xRCJFBFDVo5SYMfvw
1,2023/01/30,Amazonプライム会費,-500,三井住友カード,日用品,hl_shop,,0,Jro88lxHejoX8ilanN0-Rw
1,2023/01/30,ペイペイ*ハノイフード,-1920,エポスカード,食費,hl_foods,,0,csJ1EfkQNctokliEX5Lhqg
1,2023/01/30,ペイペイ*カクヤス,-3566,エポスカード,食費,hl_foods,"",0,ur8C9ULurOocJ2U3IgYMQg
1,2023/01/30,振込 アラカワクコソダテトクベツキユウフキン,10000,Smbc,収入,子育て手当,"",0,w3SB_ElJ-3NRFcduIF5jdA
0,2023/01/30,カード (647),-480000,Smbc,現金・カード,ATM引き出し,,1,rXKU7Hr5_zAP_x-_Dxb9MA
1,2023/01/30,入 上野 出 日暮里,-136,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,R_oH4zd14hHQuZ_DO8ZyBg
1,2023/01/30,物販,-685,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,kZI3dpKJ2KG0mzBe6pJCLg
1,2023/01/30,入 末広町 出 地 上野,-168,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,8eXrSvjrt23IML3Hs9ZMZw
1,2023/01/30,物販,-1650,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,0E-q-g2EfIHv9JDGVQrMEA
1,2023/01/30,入 地 上野 出 末広町,-168,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,Ojp_9zwN_HPP7vUcXMTgjg
1,2023/01/30,入 日暮里 出 上野,-136,モバイルSuica (モバイルSuica ID),住宅,hl_living,,0,DBkMt5FDJMTcbKXGWXLQEg
0,2023/01/29,モバイルSuica(Apple),-3000,三井住友カード,住宅,その他住宅,,1,v1g7nIMseBrYgYziDXUeCg
1,2023/01/29,ペイペイ*ココイチバンヤ,-2088,エポスカード,食費,hl_foods,,0,Nd35FZSktDkfuA7-P4RP0A
0,2023/01/29,AP/モバイルスイカ(アツプルヴイ),-5000,エポスカード,現金・カード,電子マネー,,1,dxJsMj2Zp9AYdpAQ-vFTZg
1,2023/01/29,入 KS空港2 出 京成日暮,-1257,モバイルSuica (モバイルSuica ID),住宅,hl_living,"",0,X3vHWlLWKl2KvNlKUVUJSA
0,2023/01/29,カード モバイル,5000,モバイルSuica (モバイルSuica ID),未分類,未分類,,1,eaMCBiL3f96zIcQ_TMF2lQ
1,2023/01/29,物販,-2196,suica chong,食費,hl_foods,,0,geXpy2BXMWx5Qn5VMn70FA
1,2023/01/29,入 KS空港2 出 京成日暮,-1257,suica chong,住宅,hl_living,,0,Jrgt2CnrCLYRMm_SNwq9jA
0,2023/01/29,カード モバイル,3000,suica chong,未分類,未分類,,1,vp-_tu9LQdLO0tvIoZzelw
1,2023/01/27,口座振替4 AP(GTNMOBILE,-2180,三菱UFJ銀行,住宅,hl_living,,0,W19mbygwU_u2BqLW_89Dxg
0,2023/01/27,口座振替4 エポスカ-ド,-334159,三菱UFJ銀行,住宅,家賃・地代,,1,IS39mWiZphyieSmua_hfhA
1,2023/01/26,口座振替4 SMFS(クオ-ク,-8782,三菱UFJ銀行,教養・教育,hl_selfde,,0,bSj6DIwI1pNEwu64F9xX2Q
0,2023/01/26,口座振替3 ミツイスミトモカ-ド,-188017,三菱UFJ銀行,現金・カード,カード引き落とし,,1,Ik9QkheycD23qyc9pVNWRg
1,2023/01/24,APPLE COM BILL,-4340,エポスカード,教養・教育,hl_selfde,,0,oLkU2J3zXAe4NCWXbAHcnQ
1,2023/01/24,APPLE COM BILL,-400,エポスカード,教養・教育,hl_selfde,,0,CzZPf9dWn0DCWduuApqFFA
1,2023/01/23,PAYPAL *GOOGLE GOOGLE,-380,エポスカード,教養・教育,hl_selfde,,0,RldlVzMGbgF75OnLhr7ygQ
1,2023/01/23,カンリヒ,-35750,Smbc,住宅,hl_living,,0,nB-i1vlCZjCsB7OiSnd1EQ
1,2023/01/23,振込 グ-グル(ド,859133,Smbc,収入,事業・副業,"",0,3BgWGH1WcfqmSdZjT_tHTw
0,2023/01/20,Amazon Downloads,-980,三井住友カード,日用品,その他日用品,,1,iP_UyOJTo9TRD5VXTfn_Sw
1,2023/01/20,給料振込 カ)デンツウデジタル,281398,Smbc,収入,給与,,0,gFDIYNT2V8Z8AHWuqQN3bQ
1,2023/01/20,Kindle Unlimited 販売: Amazon Services International LLC,-980,Amazon.co.jp,教養・教育,hl_selfde,"",0,wPeDtDPDVJX_hm9NRj3ivg
1,2023/01/19,東京都水道局(継続),-4096,エポスカード,住宅,hl_living,,0,P1nhBQtJPp0aL_xQ0xPNzg
1,2023/01/14,スポ-ツクラブナス カイヒ,-10450,エポスカード,衣服・美容,hl_beahea,,0,08mZ9s291MHb-ghb4tnFdg
1,2023/01/12,ST*カフエト-ク,-21340,エポスカード,教養・教育,hl_selfde,,0,KeEVNmb94c7U5xe3Bnm_bQ
1,2023/01/12,ラクテンモバイルツウシンリョウ,-2180,エポスカード,住宅,hl_living,,0,frZD5-zytPUqYZ27Eo-rcw
1,2023/01/11,口座振替 RTK メルペイ,-6200,三菱UFJ銀行,日用品,hl_shop,"",0,2lNRaRX2qLqKuvrgEN6d1Q
1,2023/01/11,PAYPAL *CURBONJP,-2000,エポスカード,教養・教育,hl_selfde,"",0,BqvEfQyUrtbJagVHWLDY4Q
1,2023/01/07,ソニ-ネツトワ-クコミユニケ-シヨンズ,-2750,エポスカード,住宅,hl_living,,0,NpzUNGxHnuLinZA5rt-3aw
0,2023/01/06,振込1 レ テイ トウ ハ,490000,三菱UFJ銀行,未分類,未分類,,1,emHHphP4dqWhQrgmt-K1WQ
0,2023/01/06,パソコン振込 レ テイ トウ ハ,-490000,Smbc,現金・カード,ATM引き出し,,1,IG_LmVsrI6k7r8e0t1vFBg
1,2023/01/06,振込手数料,-330,Smbc,日用品,hl_shop,,0,N6nfQHf0Bvb81RBXiuGibg
1,2023/01/06,APPLE COM BILL,-10800,エポスカード,教養・教育,hl_selfde,,0,ebEbO3BufHuRwZag2aqRAg
1,2023/01/06,PAYPAL *ST. ACADEMY,-1600,エポスカード,教養・教育,hl_selfde,,0,RVXu8XXyrl4XgtouSvv1Iw
1,2023/01/06,PAYPAL *ST. ACADEMY,-1000,エポスカード,教養・教育,hl_selfde,,0,J6JgvmUiCBcPnIkHjgWd1Q
1,2023/01/06,カブシキガイシヤポピンズシツタ,-7275,エポスカード,教養・教育,hl_selfde,,0,HjM2WP2Y9XS7j1XSeJC5QA
1,2023/01/06,PAYPAL *ST. ACADEMY,-2000,エポスカード,教養・教育,hl_selfde,,0,m2cPQvGb4KYcqI0AfOE6Ug
1,2023/01/06,PAYPAL *ST. ACADEMY,-2185,エポスカード,教養・教育,hl_selfde,,0,BDpV1EaLK4Ze6WVRwa_0dg
1,2023/01/06,PAYPAL *ST. ACADEMY,-1500,エポスカード,教養・教育,hl_selfde,,0,RoElptPZ37qVVsc31GjouQ
1,2023/01/06,東京電力,-25018,エポスカード,住宅,hl_living,,0,xbJe_FhOQVv56Ak6hyB7jQ
1,2023/01/06,PAYPAL *ST. ACADEMY,2000,エポスカード,収入,返金,"",0,2aguqifp7ensk6hT4uiGkw
1,2023/01/05,Amazon Downloads (返品),74,三井住友カード,収入,返金,,0,f3d4rpdSdclLbnUZwM4fPg
1,2023/01/04,ローンご返済,-23067,Smbc,住宅,hl_living,,0,zITPsQDebXUEvGKqiJwkIQ
1,2023/01/04,ローンご返済,-54250,Smbc,住宅,hl_living,,0,krSHwREY9aKX4i1jnEqYig
1,2023/01/04,アラカワクホイクリヨウ   トコウキン,-23600,Smbc,特別な支出,hl_kidsle,"",0,iWrWqMZrD9mPBe7OPmlNjQ
1,2023/01/03,りぼん,-20000,Smbc,保険,hl_insav,"",0,tamiJYLaGxoo0xMuMMsYVQ
0,2023/01/01,Amazon Downloads,-74,三井住友カード,日用品,その他日用品,,1,CrkU5NmiCmdVNZToigrJHA
1,2023/01/01,kandamyoujin,-13770,三井住友カード,日用品,hl_shop,bua ho menh,0,-VrcMGnhg9KvAQqUMlUHiA
1,2023/01/01,"子ども写真の撮り方 このとおりにやれば必ずキレイに写せる[Kindle 版] 椎名トモミ, 薮田織也 販売: Amazon Services International LLC",-1485,Amazon.co.jp,日用品,hl_shop,"",0,Usfo7Zzwk54Gt3ROOpi7FQ
1,2023/01/01,ポイント,1411,Amazon.co.jp,収入,ポイント,,0,F9P49Osh8fzFccrMqvD0VQ
1,2022/12/31,タイムズカー,-880,エポスカード,住宅,hl_living,,0,ioUAB2G4Xtuzw8-UWW_gOw
1,2022/12/30,Amazonプライム会費,-500,三井住友カード,日用品,hl_shop,,0,W-0ANefd3eMxt4z6o9HpWQ
1,2022/12/28,カブシキガイシヤポピンズシツタ,-5075,エポスカード,税・社会保障,hl_bussi,,0,1iupnzfXCbVsaq_4cwjivA
1,2022/12/28,カブシキガイシヤポピンズシツタ,5075,エポスカード,収入,返金,"",0,QxKCIysA2K6t30xLmgdEog
1,2022/12/27,口座振替4 AP(GTNMOBILE,-2342,三菱UFJ銀行,住宅,hl_living,,0,SFDWhAVw0LgwAkJ7aXgaAQ
0,2022/12/27,口座振替4 エポスカ-ド,-325635,三菱UFJ銀行,住宅,家賃・地代,,1,6Hqbej2Kuj-vEGHj7KGZLA
1,2022/12/27,年会費,-20000,エポスカード,日用品,hl_shop,,0,089ZvnbE8KDlxOSbcL_riA
1,2022/12/26,口座振替4 SMFS(クオ-ク,-8782,三菱UFJ銀行,教養・教育,hl_selfde,,0,e81LJNO4OWSJuMJyN0H06Q
0,2022/12/26,口座振替3 ミツイスミトモカ-ド,-157752,三菱UFJ銀行,現金・カード,カード引き落とし,,1,sLHm4RX4jZDevTvxVqKzSg
1,2022/12/24,APPLE COM BILL,-400,エポスカード,教養・教育,hl_selfde,,0,vaDYYnZ4XBuUmhOAh_QFLA
1,2022/12/23,PAYPAL *GOOGLE GOOGLE,-380,エポスカード,教養・教育,hl_selfde,,0,qHp2BqZ8P2UvPnz9Sf4uhw
1,2022/12/22,AMAZON.CO.JP (返品),3850,三井住友カード,収入,返金,,0,N8dyyVjGLk08VlWmXDPnvw
1,2022/12/22,カブシキガイシヤポピンズシツタ,-1060,エポスカード,税・社会保障,hl_bussi,,0,a56Xu2lu-Bp9D1ugVHZFAw
1,2022/12/22,カンリヒ,-35750,Smbc,住宅,hl_living,,0,Nhk_qx_Ook0SaB0i-vG-WQ
1,2022/12/22,振込 グ-グル(ド,1241080,Smbc,収入,事業・副業,"",0,6qysN9Sh8MpLfnOPV-LwKA
0,2022/12/21,AMAZON.CO.JP,-8963,三井住友カード,食費,その他食費,,1,T2j_ZyEiH093dPF0ev7kOQ
1,2022/12/21,アンパンマンが上手に描けちゃう! 天才脳らくがき教室 販売: アマゾンジャパン合同会社,-3327,Amazon.co.jp,日用品,hl_shop,qua tang Yuri,0,ApyyJBiSF6HejlZ9UfBccw
1,2022/12/21,"ぬくもりおとつみき 販売: Kデザイン本舗 本店 【安心返金保障】真心,安心,丁寧",-5282,Amazon.co.jp,日用品,hl_shop,qua tang Yuri,0,M-eFEkaGPp425rcZjVN0cA
1,2022/12/21,ギフトラッピング,-354,Amazon.co.jp,日用品,hl_shop,,0,tSVGvU4Eny93D1eQJxonFQ
1,2022/12/21,入 京成日暮 出 KS成田空,-1257,suica chong,住宅,hl_living,,0,h8hlgUjciHSw207weqDCYw
0,2022/12/20,カ-ド,317000,三菱UFJ銀行,収入,旦那,,1,vdD6qmJ1t3a2vA_mK4fsww
0,2022/12/20,AMAZON.CO.JP,-4300,三井住友カード,食費,その他食費,,1,0Xja6LAcxuRqLYmagYR2dQ
0,2022/12/20,AMAZON.CO.JP,-2310,三井住友カード,食費,その他食費,,1,NNqtqqmk7t0PnNAk18i7xw
0,2022/12/20,AMAZON.CO.JP,-9894,三井住友カード,食費,その他食費,,1,rbUwqdHarzR8PdaS3w3Fog
0,2022/12/20,Amazon Downloads,-980,三井住友カード,日用品,その他日用品,,1,oJmxovyXXKfofI1qxgfO6A
1,2022/12/20,ペイペイ*カクヤス,-1935,エポスカード,食費,hl_foods,"",0,wfGV7OiR2QXyKwOSadeClA
0,2022/12/20,AP/モバイルスイカ(アツプルヴイ),-5000,エポスカード,現金・カード,電子マネー,,1,N-0jqiFFRkENcp-tluC1Rg
1,2022/12/20,給料振込 カ)デンツウデジタル,318532,Smbc,収入,給与,,0,Zh1QkLkILm8NnfkrQ6QoOQ
1,2022/12/20,Kindle Unlimited 販売: Amazon Services International LLC,-980,Amazon.co.jp,教養・教育,hl_selfde,"",0,AYASA_1S3osN8IAYG7BOuA
1,2022/12/20,OXO Tot オクソートット ロールアップビブ ピンク BBOX6129000 販売: アマゾンジャパン合同会社,-2310,Amazon.co.jp,日用品,hl_shop,"",0,3jYA9v5s8SI1l3mnkMjvyQ
1,2022/12/20,[コンバース] ベビーシューズ ベビー オールスター N Z (定番) オプティカルホワイト 13.5 cm 販売: アマゾンジャパン合同会社,-4300,Amazon.co.jp,日用品,hl_shop,"",0,rGnQAIAZdxk_wXlgAHHn-w
1,2022/12/20,ベビーミスト(75ml)ニールメッド 生理食塩水 スプレー 鼻洗浄 BM-75 販売: アマゾンジャパン合同会社,-760,Amazon.co.jp,日用品,hl_shop,,0,iSZtVYvy39rgzxy4lknfig
1,2022/12/20,おくるみ ガーゼ ベビー 【 日本正規品 aden + anais おくるみ 3枚 セット water color garden シルキーソフト 】 120 × 120cm エイデンアンドアネイ スワドル 赤ちゃん 新生児 9228J 販売: アマゾンジャパン合同会社,-5584,Amazon.co.jp,日用品,hl_shop,qua tang c an,0,5mfiBjlbCRYNCKiu4MBt0g
1,2022/12/20,ezpz (イージーピージー) ミニマット 【 ひっくり返らない ベビー食器 】離乳食 食器 赤ちゃん 吸盤 シリコンマット プレート (ライトグレー) 販売: 知育玩具メーカー エデュテ,-3850,Amazon.co.jp,日用品,hl_shop,"",0,hKAKPyrc6mR9Q30fYemdag
1,2022/12/20,割引,300,Amazon.co.jp,収入,ポイント,,0,2vcTytHefsicjrMgUgTLNQ
1,2022/12/20,物販,-853,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,Gz5TsvDHWLT2VgObR-9ZKQ
1,2022/12/20,物販,-825,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,HYjYmfHtYW3o4L-Ts4rCrg
1,2022/12/20,物販,-180,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,AnFKWJ9NqBU2FUeLiqayPQ
0,2022/12/20,カード モバイル,5000,モバイルSuica (モバイルSuica ID),未分類,未分類,,1,L2Gy44SNDmFVpJ_8DHemCg
1,2022/12/19,ウエラトーン 2+1 クリームタイプ 4B ダークピュアブラウン 白髪染め 深い髪色リッチに輝く 医薬部外品 販売: アマゾンジャパン合同会社,-1282,Amazon.co.jp,日用品,hl_shop,qua tang me,0,PrfdVXgZ2VQIdTc9MGwp3g
1,2022/12/19,割引,128,Amazon.co.jp,収入,ポイント,,0,bC7CXuChzD8pR4muXN-ZrQ
1,2022/12/19,ウエラトーン 2+1 クリームタイプ 5CB 自然なナチュラルブラウン 白髪染め 深い髪色リッチに輝く 医薬部外品 販売: アマゾンジャパン合同会社,-1282,Amazon.co.jp,日用品,hl_shop,qua tang c an,0,eWLGMXksW0gl3IQFId2vtg
1,2022/12/19,割引,128,Amazon.co.jp,収入,ポイント,,0,NW270n2EDXreH9yIv-dz6g
0,2022/12/19,AMAZON.CO.JP,-1154,三井住友カード,食費,その他食費,,1,KTWgTvY3A5j54em2PwhNgg
0,2022/12/19,AMAZON.CO.JP,-1154,三井住友カード,食費,その他食費,,1,jmhLrbb-JYEjIiVcyo79WA
1,2022/12/19,カブシキガイシヤポピンズシツタ,-938,エポスカード,税・社会保障,hl_bussi,,0,bPhrwMoERVUNo9yRIhD3Cw
0,2022/12/18,AMAZON.CO.JP,-2644,三井住友カード,食費,その他食費,,1,Kv0wSmePXBlMfJtPfeNZ-Q
1,2022/12/18,AMAZON.CO.JP (返品),16048,三井住友カード,収入,返金,,0,HoIJwL5cm1d7c_-alxeDNA
0,2022/12/18,AMAZON.CO.JP,-647,三井住友カード,食費,その他食費,,1,1WHtLAkodthlygbnPdhoLQ
1,2022/12/18,フロス 100本入 デンタルフロス 細い フロス 歯 ピック 入りやすい 狭い 歯間 しかんフロス 歯の間 細強 歯フロス 歯間フロス 初心者 携帯用 50本入×2箱、ホワイト 販売: Dentaltor,-647,Amazon.co.jp,日用品,hl_shop,"",0,hMMqsKGhZjCqEGmYSu08Ew
1,2022/12/18,【パンツ Lサイズ】パンパース おやすみパンツ (9~14 kg) 34枚 (1336円 * 2点) 販売: アマゾンジャパン合同会社,-2672,Amazon.co.jp,日用品,hl_shop,"",0,4ShWOv6wxTmYm-uMRPW9RQ
1,2022/12/18,ハミング消臭実感 柔軟剤 根本消臭+抗菌バリア ローズガーデンの香り 本体 530ml 販売: アマゾンジャパン合同会社,-284,Amazon.co.jp,日用品,hl_shop,"",0,efNlihjiSnU1e8wq6gHBkg
1,2022/12/18,割引,312,Amazon.co.jp,収入,ポイント,,0,hoacB0wCDUaWZlR48TuO3w
1,2022/12/18,ペイペイ*ハノイフード,-1060,エポスカード,食費,hl_foods,,0,mcIua1wg4vnXS0r0T8Jzjg
1,2022/12/18,ペイペイ*イナゲヤ,-1944,エポスカード,食費,hl_foods,,0,pbJ-upyMjbnC4Kz5ubb9Sw
1,2022/12/18,カブシキガイシヤポピンズシツタ,-600,エポスカード,税・社会保障,hl_bussi,,0,N-oRc79QsqWe92kagEluUQ
0,2022/12/18,モバイルSuica(Apple),-3000,三井住友カード,住宅,その他住宅,,1,Kga_sMP8WBiCAyF-8GrBIw
1,2022/12/18,入 蒲田 出 日暮里,-396,suica chong,住宅,hl_living,,0,m5kkOtihB2oi2UUfhyjbkA
1,2022/12/18,物販,-135,suica chong,食費,hl_foods,,0,tfhx36cPVW8EfRK200uMRw
1,2022/12/18,入 日暮里 出 蒲田,-396,suica chong,住宅,hl_living,,0,p43qLlt91fPEOyJDrZDR-g
0,2022/12/18,カード モバイル,3000,suica chong,未分類,未分類,,1,jhWlr7jFeolXeV9kFIMKfA
0,2022/12/17,AP/モバイルスイカ(アツプルヴイ),-5000,エポスカード,現金・カード,電子マネー,,1,ez38ETM5Z6vs71qOt18afg
1,2022/12/17,物販,-2448,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,p1hFBSMdkTrG2lTkC3_Vvg
1,2022/12/17,物販,-2668,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,ZMtSH4XfbAcHheWRWypeCw
0,2022/12/17,カード モバイル,5000,モバイルSuica (モバイルSuica ID),未分類,未分類,,1,sWT4jx836FLlu_xZNBAgBA
1,2022/12/17,物販,-922,suica chong,食費,hl_foods,,0,F13NpN05-J_Dg_Ss6Bl08A
1,2022/12/16,AMAZON.CO.JP (返品),2266,三井住友カード,収入,返金,,0,TKN3kD9grWBWHXXy8FqpLQ
1,2022/12/16,ペイペイ*カクヤス,-1324,エポスカード,食費,hl_foods,"",0,T8Mp3eq_oAnIIRYaysRNXQ
1,2022/12/16,[コンバース] スニーカー ベビー オールスター N アニマルズ V-1 クマ 14.0 cm 販売: アマゾンジャパン合同会社,0,Amazon.co.jp,日用品,hl_shop,"",0,yrzK0v-YaNBMB4XS4Kdt-g
1,2022/12/16,[コンバース] スニーカー ベビー オールスター N ミニラビッツ V-1 ホワイト 14.0 cm 販売: アマゾンジャパン合同会社,0,Amazon.co.jp,日用品,hl_shop,"",0,RGxctouUXbDfvGhrGnPGNA
1,2022/12/16,[アシックス スクスク] ファーストシューズ ファースト~セカンド ベビー ミッドカット ピーチピンク/オフホワイト234 13.5 cm 販売: アマゾンジャパン合同会社,0,Amazon.co.jp,日用品,hl_shop,"",0,2wwQw46tPj6qunNPsFo0rw
1,2022/12/16,[コンバース] スニーカー ミニ インチスター ベビー ホワイト 13.5 cm 販売: アマゾンジャパン合同会社,0,Amazon.co.jp,日用品,hl_shop,"",0,lRp1AiXIwzj7uJctUSLykQ
1,2022/12/16,カブシキガイシヤポピンズシツタ,-608,エポスカード,税・社会保障,hl_bussi,,0,IC4L_qLpxH6xhUZ0YLx-jg
1,2022/12/16,カブシキガイシヤポピンズシツタ,-608,エポスカード,税・社会保障,hl_bussi,,0,nQtN7IF6yktUoqrzwz7kOg
1,2022/12/15,ペイペイ*イナゲヤ,-5032,エポスカード,食費,hl_foods,,0,cZ8WrBo2a3QB-_vN-7bdCw
0,2022/12/15,AMAZON.CO.JP,-1341,三井住友カード,食費,その他食費,,1,94InmLtya3BteEoQSNBAdw
1,2022/12/15,カブシキガイシヤポピンズシツタ,-608,エポスカード,税・社会保障,hl_bussi,,0,_C6lIuYCqFrAhk5mv8tdAQ
1,2022/12/15,ベビースマイル S-303NP ハンディタイプ ボンジュールセット ピーチ 電動鼻水吸引器 赤ちゃん 鼻水吸引器 電動 鼻吸い器 販売: 【公式】ベビースマイルショップ,-3977,Amazon.co.jp,日用品,hl_shop,"",0,ldptnAaVsqBd0lEupECe9A
1,2022/12/15,Amazonポイント,2636,Amazon.co.jp,収入,ポイント,,0,3UKUVg8vcvKYpEwc5MWxvQ
1,2022/12/15,カブシキガイシヤポピンズシツタ,608,エポスカード,収入,返金,"",0,caSPMnkw4NZMrOnmTH3mCg
1,2022/12/15,入 川崎 出 日暮里,-396,suica chong,住宅,hl_living,,0,dtVVt5UAazvC7a9RuKFj2g
1,2022/12/15,入 日暮里 出 川崎,-396,suica chong,住宅,hl_living,,0,wIcF8JA9eT57u1Cb8B3pfw
1,2022/12/14,スポ-ツクラブナス カイヒ,-10450,エポスカード,衣服・美容,hl_beahea,,0,q7VPcOEvDmqzX7-0koxMzg
1,2022/12/14,物販,-1005,suica chong,食費,hl_foods,,0,Pih5EqpCikJIOEoft1-Dkw
0,2022/12/13,モバイルSuica(Apple),-3000,三井住友カード,住宅,その他住宅,,1,M4qNgqAe887wXGZINNqsMA
0,2022/12/13,AMAZON.CO.JP,-354,三井住友カード,食費,その他食費,,1,VLiX5iKehGWIbvBYkk-qhA
1,2022/12/13,Mama&Kids ママ&キッズ ベビーミルキーローション150ml 販売: 【メーカー公式】株式会社ナチュラルサイエンス,-1980,Amazon.co.jp,日用品,hl_shop,,0,IIBGI2Z4HcRmvhqOlxpCkQ
1,2022/12/13,Mama&Kids ママ&キッズ ベビー全身シャンプー460ml 販売: 【メーカー公式】株式会社ナチュラルサイエンス,-1540,Amazon.co.jp,日用品,hl_shop,"",0,m1Ts65QoYlCEf_v1JjRk0g
1,2022/12/13,コニーベビースタイ 5枚セット (Konny Baby Bib) リバーシブル・360°ローリング 99.9%抗菌 吸収性・速乾性 シンプル ベビーコーデ | セット2(オリジナル生地):ベージュ、モカ、クリーミーギンガム、ネイビー、アイボリー 販売: Konny by Erin⠀,-4550,Amazon.co.jp,日用品,hl_shop,qua tang em be,0,WzgQxi5gb1d5jRzBI2Rj3g
1,2022/12/13,Mama&Kids ママ&キッズ ベビーミルキークリーム75g 販売: 【メーカー公式】株式会社ナチュラルサイエンス,-1980,Amazon.co.jp,日用品,hl_shop,,0,wmOJzjWpRGacCZGCxQ7zdQ
1,2022/12/13,ギフトラッピング,-354,Amazon.co.jp,日用品,hl_shop,,0,P80MCd_Ni1lTnSMeKH5_BQ
1,2022/12/13,Amazonポイント,10050,Amazon.co.jp,収入,ポイント,,0,A70Zvu4dxVMC-Py8fVQzxw
1,2022/12/13,明治 ステップ らくらくミルク 240ml×6本(景品付き) 常温で飲める液体ミルク ×6本 [1歳~3歳頃 フォローアップミルク] (1127円 * 2点) 販売: アマゾンジャパン合同会社,-2254,Amazon.co.jp,日用品,hl_shop,"",0,ilzPl6yvfm5GsvsZGm707Q
1,2022/12/13,割引,225,Amazon.co.jp,収入,ポイント,,0,rjSM3wsgUWmp3Md5gsIn3Q
1,2022/12/13,Amazonポイント,2029,Amazon.co.jp,収入,ポイント,,0,9f59PI2ZElCIpvAelm4AIg
1,2022/12/13,入 亀有 出 地西日暮,-305,suica chong,住宅,hl_living,,0,cpTKjRq_Xb3eRYvRemketw
0,2022/12/13,カード モバイル,3000,suica chong,未分類,未分類,,1,26TmXsuiS72350YSFMzteQ
1,2022/12/13,入 地西日暮 出 亀有,-305,suica chong,住宅,hl_living,,0,suJjG3EePzyYBhZGCCTgRQ
1,2022/12/12,ラクテンモバイルツウシンリョウ,-2180,エポスカード,住宅,hl_living,,0,YMwt3qQ1F2nUavYh2ntbkg
0,2022/12/12,AP/モバイルスイカ(アツプルヴイ),-3000,エポスカード,現金・カード,電子マネー,,1,UrHaoWF2033RwjFv8yvMDg
1,2022/12/12,キツズライン,-6774,エポスカード,税・社会保障,hl_bussi,,0,9_ef8qxVBvdLbay3aPnVow
1,2022/12/12,カブシキガイシヤポピンズシツタ,-14098,エポスカード,税・社会保障,hl_bussi,,0,m0s8JKcLByvXQ2Y2lIfIFA
1,2022/12/12,物販,-2474,モバイルSuica (モバイルSuica ID),食費,hl_foods,,0,Zm3qubWMeOCliZXKhsSZaA
0,2022/12/12,カード モバイル,3000,モバイルSuica (モバイルSuica ID),未分類,未分類,,1,H5IW3XsnHf1LBQJTWxkDEQ
1,2022/12/12,物販,-1394,suica chong,食費,hl_foods,,0,05RdL2lD4ltuXi6jS8HlQA
1,2022/12/11,PAYPAL *ST. ACADEMY,-2980,エポスカード,教養・教育,hl_selfde,,0,iUKXbZAQQGK-LsJRItdqew
1,2022/12/11,PAYPAL *CURBONJP,-2000,エポスカード,教養・教育,hl_selfde,"",0,XjzquPtKxCL82O1hmx_S2A
1,2022/12/11,PAYPAL *ST. ACADEMY,2980,エポスカード,収入,返金,"",0,OtuCp0AILzwGJuKGZc-zFQ
1,2022/12/11,入 蒲田 出 日暮里,-396,suica chong,住宅,hl_living,,0,aCIT7dfgU3RrHvNK1IDz3g
1,2022/12/11,物販,-333,suica chong,食費,hl_foods,,0,b1jUDofRkON5sy4UuXDrTw
1,2022/12/11,入 日暮里 出 蒲田,-396,suica chong,住宅,hl_living,,0,wtcNvzqaBJvC_2PkP4qGsw
0,2022/12/10,モバイルSuica(Apple),-3000,三井住友カード,住宅,その他住宅,,1,xJgMWSs9A85-6KKAAtH5Qg
0,2022/12/10,AMAZON.CO.JP,-33150,三井住友カード,食費,その他食費,,1,aYd6KjLJqlVeQOu3U73tEQ
0,2022/12/10,Amazonフレッシュ,-13834,三井住友カード,食費,その他食費,,1,-oRvPgnIqbcRQzaKPyTHfg
1,2022/12/10,配送料,0,Amazon.co.jp,日用品,hl_shop,,0,KWHecA0UEVR56tlK6yQpQA
1,2022/12/10,割引,1170,Amazon.co.jp,収入,ポイント,,0,5X69gsRlO8Fsqu9Mc38pwA
1,2022/12/10,いなば 国産ライトツナ食塩無添加 70g×5缶  Amazonフレッシュ,-1019,Amazon.co.jp,食費,hl_foods,"",0,2JkjguqaMcJU4bffL5d31w
1,2022/12/10,森永 フルーツでおいしいやさいジュレ 赤い野菜とくだもの  Amazonフレッシュ,-127,Amazon.co.jp,食費,hl_foods,"",0,qw3oqKWGCDwkvE23GyOtxg
1,2022/12/10,和光堂 BIGサイズのグーグーキッチン まろやかビーフシチュー 100g  Amazonフレッシュ,-133,Amazon.co.jp,食費,hl_foods,,0,xOhvm7DKJh8bHYpeZAFrNQ
